source_id,source_name,source_row,source_feature_name,source_length_mi,facility_id,segment_id,source_action,decision_id,qa_notes
MAJOR_0058,Major Conveyance,58,Wwd Lateral 6,1.4808132157556426,CVY_79F9AA10,CVY_79F9AA10_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0059,Major Conveyance,59,Inlet Canal,1.1527475481852396,CVY_4D13CE60,CVY_4D13CE60_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0060,Major Conveyance,60,Wwd Lateral 6,11.131490783918796,,,decision_alternate_suppressed,A30,DeltaMAPP is longer and supplies the expanded district name.
MAJOR_0061,Major Conveyance,61,Inlet Canal,3.031592621254959,,,exact_duplicate_suppressed,,
MAJOR_0062,Major Conveyance,62,Wwd Lateral 4,5.015575851158862,,,decision_alternate_suppressed,A26,Expanded district abbreviation; DeltaMAPP is slightly longer.
MAJOR_0063,Major Conveyance,63,Wwd Lateral 4,0.0812235701444021,CVY_79F9AA10,CVY_79F9AA10_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0064,Major Conveyance,64,,0.0967597848403261,,,short_unnamed_provisional_omitted,,
MAJOR_0065,Major Conveyance,65,Wwd Lateral 4-5.5,6.524173344002517,,,decision_alternate_suppressed,A14,Expanded district abbreviation; geometry is effectively identical.
MAJOR_0066,Major Conveyance,66,Wwd Lateral 4,0.08557866005331202,CVY_79F9AA10,CVY_79F9AA10_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0067,Major Conveyance,67,Firebaugh Wasteway,1.1141687305948198,,,exact_duplicate_suppressed,,
MAJOR_0068,Major Conveyance,68,Gravelly Ford Canal,6.699316851356261,,,exact_duplicate_suppressed,,
MAJOR_0069,Major Conveyance,69,Gravelly Ford Canal,5.597960962339469,,,exact_duplicate_suppressed,,
MAJOR_0070,Major Conveyance,70,Proposed Watsonville Canal,22.393305920747743,CVY_01A703CC,CVY_01A703CC_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0071,Major Conveyance,71,Santa Clara Conduit,5.917665259611243,,,exact_duplicate_suppressed,,
MAJOR_0072,Major Conveyance,72,Hollister Conduit,18.500220622034977,CVY_6A848799,CVY_6A848799_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0073,Major Conveyance,73,Santa Clara Tunnel,2.0336885229945123,CVY_30424E73,CVY_30424E73_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0074,Major Conveyance,74,Main Canal,4.088527690723988,,,exact_duplicate_suppressed,,
MAJOR_0075,Major Conveyance,75,Madera Canal,19.299611419837767,,,exact_duplicate_suppressed,,
MAJOR_0076,Major Conveyance,76,Pacheco Conduit,7.905226694871586,,,exact_duplicate_suppressed,,
MAJOR_0077,Major Conveyance,77,Pacheco Tunnel,7.085928171063803,CVY_4A821268,CVY_4A821268_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0078,Major Conveyance,78,Main Canal,70.97155483917551,,,exact_duplicate_suppressed,,
MAJOR_0079,Major Conveyance,79,San Luis Canal,19.393684759377347,,,exact_duplicate_suppressed,,
MAJOR_0080,Major Conveyance,80,Arroyo Canal,21.604095915221027,CVY_4519420B,CVY_4519420B_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0081,Major Conveyance,81,Chowchilla Canal,24.174967745571514,,,exact_duplicate_suppressed,,
MAJOR_0082,Major Conveyance,82,Santa Clara Conduit,13.897909566600225,CVY_35F7F339,CVY_35F7F339_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0083,Major Conveyance,83,Madera Canal,14.206199972366738,,,exact_duplicate_suppressed,,
MAJOR_0084,Major Conveyance,84,Outside Canal,61.58927018892114,,,exact_duplicate_suppressed,,
MAJOR_0085,Major Conveyance,85,Sante Fe Canal,12.797819397739557,,,decision_alternate_suppressed,A39,Correct the likely spelling variant and retain the Major spelling as an alias.
MAJOR_0086,Major Conveyance,86,San Luis Drain,71.90161556739442,,,exact_duplicate_suppressed,,
MAJOR_0087,Major Conveyance,87,Main Canal,8.617850316450099,,,exact_duplicate_suppressed,,
MAJOR_0088,Major Conveyance,88,Hetch-hetchy Aqueduct,11.175227229988486,CVY_0CAFF254,CVY_0CAFF254_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0089,Major Conveyance,89,Main Canal,6.006911905930842,,,exact_duplicate_suppressed,,
MAJOR_0090,Major Conveyance,90,Main Canal,5.985724584721907,,,exact_duplicate_suppressed,,
MAJOR_0091,Major Conveyance,91,Hetch-hetchy Aqueduct,10.476885834588806,CVY_0CAFF254,CVY_0CAFF254_S004,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0092,Major Conveyance,92,,32.55181644485999,CVY_03EECDC1,CVY_03EECDC1_S001,used,31,major
MAJOR_0093,Major Conveyance,93,,0.3951779635196941,,,short_unnamed_provisional_omitted,,
MAJOR_0094,Major Conveyance,94,,1.4140408621157292,,,short_unnamed_provisional_omitted,,
MAJOR_0095,Major Conveyance,95,,0.6997210830458831,,,short_unnamed_provisional_omitted,,
MAJOR_0096,Major Conveyance,96,,0.2257062523407011,,,short_unnamed_provisional_omitted,,
MAJOR_0097,Major Conveyance,97,,0.2165670852119002,,,short_unnamed_provisional_omitted,,
MAJOR_0098,Major Conveyance,98,,0.7105917874313762,,,short_unnamed_provisional_omitted,,
MAJOR_0099,Major Conveyance,99,,6.520296317891767,CVY_43BE520A,CVY_43BE520A_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0100,Major Conveyance,100,Hetch-hetchy Aqueduct,0.01759554882458363,CVY_0CAFF254,CVY_0CAFF254_S005,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0101,Major Conveyance,101,Hetch-hetchy Aqueduct,0.26383630479444053,CVY_0CAFF254,CVY_0CAFF254_S006,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0102,Major Conveyance,102,Hetch-hetchy Aqueduct,24.431525585912897,CVY_0CAFF254,CVY_0CAFF254_S007,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0103,Major Conveyance,103,Hetch-hetchy Aqueduct,2.0615022421824722,CVY_0CAFF254,CVY_0CAFF254_S008,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0104,Major Conveyance,104,Turlock Main Canal,10.701856050100334,,,exact_duplicate_suppressed,,
MAJOR_0105,Major Conveyance,105,Ceres Main Canal,6.413115550211592,,,exact_duplicate_suppressed,,
MAJOR_0106,Major Conveyance,106,Hetch-hetchy Aqueduct,0.4807023091845244,CVY_0CAFF254,CVY_0CAFF254_S009,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0107,Major Conveyance,107,Hetch-hetchy Aqueduct,0.012243676151620364,CVY_0CAFF254,CVY_0CAFF254_S010,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0108,Major Conveyance,108,Hetch-hetchy Aqueduct,1.0829859371566448,CVY_0CAFF254,CVY_0CAFF254_S011,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0109,Major Conveyance,109,Hetch-hetchy Aqueduct,0.016878212130430233,CVY_0CAFF254,CVY_0CAFF254_S012,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0110,Major Conveyance,110,Hetch-hetchy Aqueduct,2.495063761496849,CVY_0CAFF254,CVY_0CAFF254_S013,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0111,Major Conveyance,111,Hetch-hetchy Aqueduct,1.2818510535785328,CVY_0CAFF254,CVY_0CAFF254_S014,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0112,Major Conveyance,112,Hetch-hetchy Aqueduct,1.7272172920938713,CVY_0CAFF254,CVY_0CAFF254_S015,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0113,Major Conveyance,113,Hetch-hetchy Aqueduct,0.36530463301822913,CVY_0CAFF254,CVY_0CAFF254_S016,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0114,Major Conveyance,114,Hetch-hetchy Aqueduct,0.5396359447613769,CVY_0CAFF254,CVY_0CAFF254_S017,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0115,Major Conveyance,115,Hetch-hetchy Aqueduct,2.50947125557088,CVY_0CAFF254,CVY_0CAFF254_S018,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0116,Major Conveyance,116,Hetch-hetchy Aqueduct,2.2019430507301756,CVY_0CAFF254,CVY_0CAFF254_S019,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0117,Major Conveyance,117,Hetch-hetchy Aqueduct,1.081934159140303,CVY_0CAFF254,CVY_0CAFF254_S020,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0118,Major Conveyance,118,Turlock Main Canal,8.817209229584762,,,decision_alternate_suppressed,A80,Apply the user's earlier Turlock Main Canal decision to this additional reach.
MAJOR_0119,Major Conveyance,119,Hetch-hetchy Aqueduct,0.019032425845724062,CVY_0CAFF254,CVY_0CAFF254_S021,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0120,Major Conveyance,120,Hetch-hetchy Aqueduct,0.034506100918639954,CVY_0CAFF254,CVY_0CAFF254_S022,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0121,Major Conveyance,121,Turlock Main Canal,11.305588199049538,,,decision_alternate_suppressed,25,Use DeltaMAPP.
MAJOR_0122,Major Conveyance,122,Hetch-hetchy Aqueduct,1.7264685912280853,CVY_0CAFF254,CVY_0CAFF254_S023,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0123,Major Conveyance,123,Hetch-hetchy Aqueduct,2.7124437845027765,CVY_0CAFF254,CVY_0CAFF254_S024,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0124,Major Conveyance,124,Hetch-hetchy Aqueduct,2.324047707711127,CVY_0CAFF254,CVY_0CAFF254_S025,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0125,Major Conveyance,125,Hetch-hetchy Aqueduct,1.3515027567295854,CVY_0CAFF254,CVY_0CAFF254_S026,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0126,Major Conveyance,126,Modesto Main Canal,13.559347150321146,,,exact_duplicate_suppressed,,
MAJOR_0127,Major Conveyance,127,Hetch-hetchy Aqueduct,2.7954622297881517,CVY_0CAFF254,CVY_0CAFF254_S027,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0128,Major Conveyance,128,Hetch-hetchy Aqueduct,1.63506047469833,CVY_0CAFF254,CVY_0CAFF254_S028,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0129,Major Conveyance,129,Hetch-hetchy Aqueduct,3.0414728237090105,CVY_0CAFF254,CVY_0CAFF254_S029,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0130,Major Conveyance,130,Hetch-hetchy Aqueduct,0.5741299119595004,CVY_0CAFF254,CVY_0CAFF254_S030,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0131,Major Conveyance,131,Modesto Main Canal,5.435227558865202,CVY_5F5ABAF2,CVY_5F5ABAF2_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0132,Major Conveyance,132,Hetch-hetchy Aqueduct,0.004366332699936628,CVY_0CAFF254,CVY_0CAFF254_S031,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0133,Major Conveyance,133,Hetch-hetchy Aqueduct,0.07144856905548087,CVY_0CAFF254,CVY_0CAFF254_S032,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0134,Major Conveyance,134,Hetch-hetchy Aqueduct,0.1948724319079252,CVY_0CAFF254,CVY_0CAFF254_S033,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0135,Major Conveyance,135,Hetch-hetchy Aqueduct,0.23685487160430954,CVY_0CAFF254,CVY_0CAFF254_S034,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0136,Major Conveyance,136,Hetch-hetchy Aqueduct,0.22457635694884137,CVY_0CAFF254,CVY_0CAFF254_S035,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0137,Major Conveyance,137,Hetch-hetchy Aqueduct,0.17972671548102775,CVY_0CAFF254,CVY_0CAFF254_S036,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0138,Major Conveyance,138,Banta Carbona Lift Canal,6.881811801258539,CVY_4D385098,CVY_4D385098_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0139,Major Conveyance,139,Modesto Main Canal,1.6597330278853075,CVY_5F5ABAF2,CVY_5F5ABAF2_S004,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0140,Major Conveyance,140,Hetch-hetchy Aqueduct,1.6252444644405593,CVY_0CAFF254,CVY_0CAFF254_S037,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0141,Major Conveyance,141,South Bay Aqueduct,2.3030979330659274,,,exact_duplicate_suppressed,,
MAJOR_0142,Major Conveyance,142,Hetch-hetchy Aqueduct,1.8765488121427853,CVY_0CAFF254,CVY_0CAFF254_S038,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0143,Major Conveyance,143,Modesto Main Canal,9.410265536021448,,,exact_duplicate_suppressed,,
MAJOR_0144,Major Conveyance,144,Hetch-hetchy Aqueduct,0.7911775117903942,CVY_0CAFF254,CVY_0CAFF254_S039,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0145,Major Conveyance,145,Hetch-hetchy Aqueduct,1.325697170046249,CVY_0CAFF254,CVY_0CAFF254_S040,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0146,Major Conveyance,146,Hetch-hetchy Aqueduct,0.06923589765227979,CVY_0CAFF254,CVY_0CAFF254_S041,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0147,Major Conveyance,147,Hetch-hetchy Aqueduct,0.26954629246528816,CVY_0CAFF254,CVY_0CAFF254_S042,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0148,Major Conveyance,148,Hetch-hetchy Aqueduct,1.252138136458539,CVY_0CAFF254,CVY_0CAFF254_S043,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0149,Major Conveyance,149,Hetch-hetchy Aqueduct,0.17977399835838084,CVY_0CAFF254,CVY_0CAFF254_S044,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0150,Major Conveyance,150,Hetch-hetchy Aqueduct,0.11347010068447873,CVY_0CAFF254,CVY_0CAFF254_S045,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0151,Major Conveyance,151,Hetch-hetchy Aqueduct,0.14503248724020268,CVY_0CAFF254,CVY_0CAFF254_S046,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0152,Major Conveyance,152,Hetch-hetchy Aqueduct,0.08507827700209598,CVY_0CAFF254,CVY_0CAFF254_S047,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0153,Major Conveyance,153,Hetch-hetchy Aqueduct,1.9629985243297643,CVY_0CAFF254,CVY_0CAFF254_S048,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0154,Major Conveyance,154,Hetch-hetchy Aqueduct,0.3611622714300832,CVY_0CAFF254,CVY_0CAFF254_S049,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0155,Major Conveyance,155,California Aqueduct,61.07893302086513,,,exact_duplicate_suppressed,,
MAJOR_0156,Major Conveyance,156,Hetch-hetchy Aqueduct,1.1976494986967907,CVY_0CAFF254,CVY_0CAFF254_S050,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0157,Major Conveyance,157,Hetch-hetchy Aqueduct,0.8151136131286291,CVY_0CAFF254,CVY_0CAFF254_S051,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0158,Major Conveyance,158,Hetch-hetchy Aqueduct,1.7036000176742485,CVY_0CAFF254,CVY_0CAFF254_S052,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0159,Major Conveyance,159,Hetch-hetchy Aqueduct,1.4563300768722092,CVY_0CAFF254,CVY_0CAFF254_S053,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0160,Major Conveyance,160,Hetch-hetchy Aqueduct,1.3869848993164728,CVY_0CAFF254,CVY_0CAFF254_S054,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0161,Major Conveyance,161,Hetch-hetchy Aqueduct,1.7285571201896224,CVY_0CAFF254,CVY_0CAFF254_S055,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0162,Major Conveyance,162,Hetch-hetchy Aqueduct,0.9031753438762029,CVY_0CAFF254,CVY_0CAFF254_S056,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0163,Major Conveyance,163,Hetch-hetchy Aqueduct,0.4544996585965087,CVY_0CAFF254,CVY_0CAFF254_S057,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0164,Major Conveyance,164,Hetch-hetchy Aqueduct,1.9986951156558546,CVY_0CAFF254,CVY_0CAFF254_S058,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0165,Major Conveyance,165,Hetch-hetchy Aqueduct,0.2208745490036508,CVY_0CAFF254,CVY_0CAFF254_S059,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0166,Major Conveyance,166,Hetch-hetchy Aqueduct,1.2923607271011124,CVY_0CAFF254,CVY_0CAFF254_S060,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0167,Major Conveyance,167,Hetch-hetchy Aqueduct,1.326994707649213,CVY_0CAFF254,CVY_0CAFF254_S061,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0168,Major Conveyance,168,Hetch-hetchy Aqueduct,0.6740118614305469,CVY_0CAFF254,CVY_0CAFF254_S062,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0169,Major Conveyance,169,Hetch-hetchy Aqueduct,2.6494560048595734,CVY_0CAFF254,CVY_0CAFF254_S063,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0170,Major Conveyance,170,Hetch-hetchy Aqueduct,0.3220772246473173,CVY_0CAFF254,CVY_0CAFF254_S064,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0171,Major Conveyance,171,Hetch-hetchy Aqueduct,0.44903396221904707,CVY_0CAFF254,CVY_0CAFF254_S065,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0172,Major Conveyance,172,Hetch-hetchy Aqueduct,0.25841496245803414,CVY_0CAFF254,CVY_0CAFF254_S066,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0173,Major Conveyance,173,Hetch-hetchy Aqueduct,0.5819214601167343,CVY_0CAFF254,CVY_0CAFF254_S067,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0174,Major Conveyance,174,Hetch-hetchy Aqueduct,0.874656925026791,CVY_0CAFF254,CVY_0CAFF254_S068,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0175,Major Conveyance,175,Hetch-hetchy Aqueduct,0.9247792930419595,CVY_0CAFF254,CVY_0CAFF254_S069,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0176,Major Conveyance,176,Hetch-hetchy Aqueduct,0.5372293769807506,CVY_0CAFF254,CVY_0CAFF254_S070,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0177,Major Conveyance,177,California Aqueduct,4.4345728875775,,,exact_duplicate_suppressed,,
MAJOR_0178,Major Conveyance,178,Hetch-hetchy Aqueduct,0.6736727379098307,CVY_0CAFF254,CVY_0CAFF254_S071,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0179,Major Conveyance,179,Hetch-hetchy Aqueduct,1.8245751778877688,CVY_0CAFF254,CVY_0CAFF254_S072,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0180,Major Conveyance,180,Hetch-hetchy Aqueduct,0.7021568709028544,CVY_0CAFF254,CVY_0CAFF254_S073,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0181,Major Conveyance,181,Hetch-hetchy Aqueduct,0.15087148429384412,CVY_0CAFF254,CVY_0CAFF254_S074,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0182,Major Conveyance,182,Hetch-hetchy Aqueduct,0.5992459745179878,CVY_0CAFF254,CVY_0CAFF254_S075,used,UNREVIEWED,provisional_source_inclusion
