facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,project_family,project_name,project_division,project_unit,project_subunit,project_path,ownership_class,owner_agency,operator_agency,facility_group,facility_type,network_role,display_rank,display_rank_source,display_rank_reason,status,length_mi,segment_count,geometry_confidence,decision_ids,facility_crosses_blm,facility_length_on_blm_mi,facility_min_blm_distance_mi,facility_blm_field_offices
CVY_04E8ED29,Dry Creek Canal,Dry Creek Canal,Dry Creek Canal,,,Local/regional public,Fresno Irrigation District,,,,,Local/regional public,,Fresno Irrigation District,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,21.608103783097523,1,medium,UNREVIEWED,FALSE,0,18.75948103445059,
CVY_05028EEA,CHOWCHILLA BYPASS,CHOWCHILLA BYPASS,CHOWCHILLA BYPASS,,,Other Reclamation,Reclamation project (unit unassigned),,,,,Federal,,US Bureau of Reclamation,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,21.75664480422846,1,medium,UNREVIEWED,FALSE,0,3.2099230106702983,
CVY_053D77D4,South Fork Power Tunnel,South Fork Power Tunnel,South Fork Power Tunnel,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,2.70168492710188,1,medium,UNREVIEWED,FALSE,0,1.8820116710589752,
CVY_0555A924,MARIPOSA BYPASS,MARIPOSA BYPASS,MARIPOSA BYPASS,,,Other Reclamation,Reclamation project (unit unassigned),,,,,Federal,,US Bureau of Reclamation,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,4.3783872335259515,1,medium,UNREVIEWED,FALSE,0,21.967127942862874,
CVY_0559E8DD,Lateral A-6,Lateral A-6,Lateral A-6,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Distribution/local,Lateral,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,2.710938035256669,1,medium,UNREVIEWED,FALSE,0,11.261219639977547,
CVY_0586FC82,Palermo Canal,Palermo Canal,Palermo Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.489049735146663,1,medium,UNREVIEWED,FALSE,0,1.4413915446270185,
CVY_060E9824,3,3,3,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.1523303823226372,2,medium,UNREVIEWED,FALSE,0,19.813879459897105,
CVY_060E9825,4,4,4,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.4303745599012778,2,medium,UNREVIEWED,FALSE,0,18.998707342147636,
CVY_060E9826,5,5,5,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6367513022779827,2,medium,UNREVIEWED,FALSE,0,19.215404841406347,
CVY_060E9827,6,6,6,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.9292224109627186,1,medium,UNREVIEWED,FALSE,0,18.74998540495765,
CVY_060E9829,8,8,8,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.4990467422330543,1,medium,UNREVIEWED,FALSE,0,17.687416468318244,
CVY_06200379,San Luis Canal (California Aqueduct joint-use reach),San Luis Canal,San Luis Canal (California Aqueduct joint-use reach),California Aqueduct – San Luis; San Luis Canal,CVP–SWP joint-use system,CVP; SWP,Central Valley Project; State Water Project,West San Joaquin Division; California Aqueduct,San Luis Unit; California Aqueduct; San Luis Field Division,San Luis Canal,San Luis Unit; California Aqueduct; West San Joaquin Division > San Luis Unit > San Luis Canal; California Aqueduct > San Luis Field Division > San Luis Canal,Joint federal/state,,US Bureau of Reclamation,Open conveyance,Aqueduct,Mainline,statewide_major,reviewed_override,Major CVP–SWP joint-use conveyance reach.,unknown,101.63293193007314,2,high,10,FALSE,0,1.022939321818118,
CVY_0691119C,Coalinga Canal,Coalinga Canal,Coalinga Canal,,,CVP,Central Valley Project,West San Joaquin Division,San Luis Unit,Coalinga Canal,West San Joaquin Division > San Luis Unit > Coalinga Canal,Federal,,Federal,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,14.590856819381905,1,medium,UNREVIEWED,FALSE,0,1.1795438763714599,
CVY_06BDB468,Unnamed conveyance — Major Conveyance row 835,Unnamed conveyance — Major Conveyance row 835,Unnamed conveyance — Major Conveyance row 835,,,Unknown/unassigned,Unassigned,,,,,Unknown,SSWD,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,3.045721947585486,1,low,UNREVIEWED,FALSE,0,10.361215822401487,
CVY_06F08357,Mt. Diablo Creek,Mt. Diablo Creek,Mt. Diablo Creek,,,Local/regional public,Contra Costa Water District,,,,,Local/regional public,,Contra Costa Water District,Other/unknown,Unknown,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,10.191546335218854,1,medium,UNREVIEWED,FALSE,0,1.4687497981431825,
CVY_072D51A1,Knights Landing Ridgecut,Knights Landing Ridgecut,Knights Landing Ridgecut,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,7.422914771258103,1,medium,UNREVIEWED,FALSE,0,20.972278453163696,
CVY_075A73D5,West Interception Canal,West Interception Canal,West Interception Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.1418141244361175,1,medium,UNREVIEWED,FALSE,0,15.149680949481475,
CVY_07920BA7,Sutter Butte Canal,Sutter Butte Canal,Sutter Butte Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,25.49132357062725,4,medium,UNREVIEWED,FALSE,0,8.73958119927191,
CVY_079295DA,American Canyon Pipeline,American Canyon Pipeline,American Canyon Pipeline,,,Local/regional public,Local/regional public system,,,,,Local/regional public,City of Vallejo,,Closed conveyance,Pipeline,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,7.919515113609055,1,medium,UNREVIEWED,FALSE,0,14.96342206496286,
CVY_07B16018,Bert Nielsen Lateral,Bert Nielsen Lateral,Bert Nielsen Lateral,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Distribution/local,Lateral,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,2.6676003135366617,1,medium,UNREVIEWED,FALSE,0,13.546200852196481,
CVY_081FEFDF,Unnamed conveyance — Major Conveyance row 847,Unnamed conveyance — Major Conveyance row 847,Unnamed conveyance — Major Conveyance row 847,,,Unknown/unassigned,Unassigned,,,,,Unknown,SSWD,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,5.522745462843841,1,low,UNREVIEWED,FALSE,0,8.51666022919697,
CVY_085CA587,Oroville-Wyandotte Canal,Oroville-Wyandotte Canal,Oroville-Wyandotte Canal,,,SWP,State Water Project,Oroville Division,Oroville-Thermalito Complex,,Oroville Division > Oroville-Thermalito Complex,California state,,,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,27.648149008228902,1,medium,UNREVIEWED,TRUE,0.43834538855911925,0,
CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,Federal,,US Bureau of Reclamation; Federal,Open conveyance,Canal,Unknown,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,65.05270474873859,6,medium,UNREVIEWED,FALSE,0,3.2076594440079305,
CVY_089467F7,SOUTH COAST CONDUIT TECOLATE TUNNEL,SOUTH COAST CONDUIT TECOLATE TUNNEL,SOUTH COAST CONDUIT TECOLATE TUNNEL,,,Other Reclamation,Cachuma Project,,South Coast conveyance system,,South Coast conveyance system,Federal,,US Bureau of Reclamation,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,6.338962541993174,1,medium,UNREVIEWED,FALSE,0,3.8631328378329473,
CVY_090F0857,Westside Main Canal,Westside Main Canal,Westside Main Canal,,,Local/regional public,Metropolitan Water District,,,,,Local/regional public,,Metropolitan Water District,Open conveyance,Canal,Mainline,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,44.00878415098954,2,medium,UNREVIEWED,TRUE,0.789404003155044,0,
CVY_093335EA,Blakeley Canal,Blakeley Canal,Blakeley Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,Tulare Lake Basin Water Storage District,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,27.092999002450558,3,medium,UNREVIEWED,FALSE,0,1.0921591422139147,
CVY_09CE51FD,Main Drain,Main Drain,Main Drain,,,Unknown/unassigned,Unassigned,,,,,Unknown,,Buena Vista Water Storage District,Drainage,Drain,Drainage,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,26.779370411781823,1,medium,UNREVIEWED,FALSE,0,2.5720687628657903,
CVY_0A1DC592,Stony Creek Irrigation Canal,Stony Creek Irrigation Canal,Stony Creek Irrigation Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,Orland Water Users Association,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,22.003300505115437,18,medium,UNREVIEWED,FALSE,0,0.020120272483271844,
CVY_0AA55CAA,Slate Creek Tunnel,Slate Creek Tunnel,Slate Creek Tunnel,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,2.4770012250855964,1,medium,UNREVIEWED,FALSE,0,2.829125377993779,
CVY_0AD82066,Glenn-Colusa Irrigation District Lateral 26-2A,GCID Lateral 26-2a,Glenn-Colusa Irrigation District Lateral 26-2A,GCID Lateral 26-2a,Glenn-Colusa Irrigation District conveyance system,Local/regional public,Glenn-Colusa Irrigation District conveyance system,,,,,Local/regional public,,Glenn Colusa Irrigation District,Distribution/local,Lateral,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,1.007079143485403,1,high,A11,FALSE,0,13.132716008935823,
CVY_0B1B6B1E,First Lift Canal,First Lift Canal,First Lift Canal,,,Local/regional public,Central California Irrigation District,,,,,Local/regional public,,Central California Irrigation District,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,9.006573469644257,3,medium,UNREVIEWED,FALSE,0,2.0491772461976208,
CVY_0B6045ED,KLAMATH STRAITS DRAIN,KLAMATH STRAITS DRAIN,KLAMATH STRAITS DRAIN,,,Other Reclamation,Klamath Project,,,,,Federal,,US Bureau of Reclamation,Drainage,Drain,Drainage,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,10.07740214741806,1,medium,UNREVIEWED,FALSE,0,3.7321599126607086,
CVY_0B91E68B,Fairfield Canal,Fairfield Canal,Fairfield Canal,,,Local/regional public,Merced Irrigation District,,,,,Local/regional public,,Merced Irrigation District,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,5.971895812999524,1,medium,UNREVIEWED,FALSE,0,10.3591922321336,
CVY_0BBBC458,Snell Pipeline,Snell Pipeline,Snell Pipeline,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Closed conveyance,Pipeline,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,14.456280308810353,1,medium,UNREVIEWED,FALSE,0,9.004329238454451,
CVY_0BBE0266,Woodleaf Tunnel and Penstrock,Woodleaf Tunnel and Penstrock,Woodleaf Tunnel and Penstrock,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,4.087465891161731,1,medium,UNREVIEWED,FALSE,0,3.826969436599237,
CVY_0BDD000D,ADY CANAL,ADY CANAL,ADY CANAL,,,Other Reclamation,Klamath Project,,,,,Federal,,US Bureau of Reclamation,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,7.62037029993175,1,medium,UNREVIEWED,FALSE,0,2.513295001491506,
CVY_0C5215FD,Drum Powerhouse No.1 Penstock,Drum Powerhouse No.1 Penstock,Drum Powerhouse No.1 Penstock,,,Unknown/unassigned,Unassigned,,,,,Unknown,PG&E,,Power conveyance,Penstock,Power delivery,local_supporting,automatic,Automatic standard/local rank.,unknown,2.1506182763832715,2,medium,UNREVIEWED,FALSE,0,1.4371626757216132,
CVY_0CAFF254,Hetch-hetchy Aqueduct,Hetch-hetchy Aqueduct,Hetch-hetchy Aqueduct,,,Local/regional public,Local; City of San Francisco,,,,,Local/regional public,,City of San Francisco; Local,Open conveyance,Aqueduct,Mainline,statewide_major,reviewed_override,Regional Hetch Hetchy water-supply backbone serving the Bay Area.,unknown,270.2989960334657,88,medium,UNREVIEWED,TRUE,3.4314533644888723,0,
CVY_0D2CEDFF,Enterprise Canal,Enterprise Canal,Enterprise Canal,,,Local/regional public,Fresno Irrigation District,,,,,Local/regional public,,Fresno Irrigation District,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,33.359383938781214,1,medium,UNREVIEWED,FALSE,0,3.4603201439524396,
CVY_0D2EC9C0,Ceres Main Canal,Ceres Main Canal,Ceres Main Canal,,,Local/regional public,Turlock Irrigation District,,,,,Local/regional public,,Turlock Irrigation District,Open conveyance,Canal,Mainline,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,20.795022534874082,2,medium,UNREVIEWED,FALSE,0,9.161388822631721,
CVY_0D472519,Turner Canal,Turner Canal,Turner Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,PCWA,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.7193854991115969,7,medium,UNREVIEWED,FALSE,0,5.444072554765782,
CVY_0D608CD5,Unnamed conveyance — Major Conveyance row 634,Unnamed conveyance — Major Conveyance row 634,Unnamed conveyance — Major Conveyance row 634,,,Unknown/unassigned,Unassigned,,,,,Unknown,SSWD,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,2.8327427629933934,1,low,UNREVIEWED,FALSE,0,15.793329654898415,
CVY_0D8860BF,Tunnel Canal Extension,Tunnel Canal Extension,Tunnel Canal Extension,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.0583297012426434,1,medium,UNREVIEWED,FALSE,0,0.2549413194629884,
CVY_0DBA473B,River Branch Canal,River Branch Canal,River Branch Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Branch,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,12.884891635543443,1,medium,UNREVIEWED,FALSE,0,16.133695517535738,
CVY_0E0EE5E3,Berenda Mesa Canal,Berenda Mesa Canal,Berenda Mesa Canal,,,Unknown/unassigned,Unassigned,,,,,Local/regional public,,Local,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.428639420904783,3,medium,UNREVIEWED,FALSE,0,0.40414175838104943,
CVY_0E2A3849,Rough and Ready Canal,Rough and Ready Canal,Rough and Ready Canal,,,Other Reclamation,Klamath Project,,,,,Federal,NID,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,6.044582124713273,2,medium,UNREVIEWED,TRUE,0.055907152479447955,0,
CVY_0E80956D,Farm Ditch,Farm Ditch,Farm Ditch,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Distribution/local,Ditch,Distribution,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,10.368268499760095,1,medium,UNREVIEWED,FALSE,0,0.5086923456708086,
CVY_0EBAA903,Los Angeles Aqueduct,Los Angeles Aqueduct,Los Angeles Aqueduct,,,Unknown/unassigned,Unassigned,,,,,Unknown; Local/regional public,,Los Angeles Department of Water and Power; Local,Open conveyance,Aqueduct,Mainline,statewide_major,reviewed_override,Long-distance imported-water backbone for Los Angeles.,unknown,581.107780250048,212,medium,UNREVIEWED,TRUE,123.61792983983962,0,
CVY_0ED1C9C7,Buck Island - Loon Lake Tunnel,Buck Island - Loon Lake Tunnel,Buck Island - Loon Lake Tunnel,,,Unknown/unassigned,Unassigned,,,,,Unknown,SMUD,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.5573838290197046,1,medium,UNREVIEWED,FALSE,0,23.51486509884766,
CVY_0F33614D,Bowman-Spaulding Conduit,Bowman-Spaulding Conduit,Bowman-Spaulding Conduit,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Closed conveyance,Conduit,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,9.836463713596762,4,medium,UNREVIEWED,FALSE,0,9.594960324509021,
CVY_0F572C69,Oakdale South Main Canal,Oakdale South Main Canal,Oakdale South Main Canal,South Main Canal,Oakdale Irrigation District system,Local/regional public,Oakdale Irrigation District system,,,,,Local/regional public,,,Open conveyance,Canal,Mainline,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,19.88397208086688,1,high,29,FALSE,0,1.8826068200306376,
CVY_0F870F5F,"36"" DMC Pipeline","36"" DMC Pipeline","36"" DMC Pipeline",,,Unknown/unassigned,Unassigned,,,,,Unknown,Patterson ID,,Closed conveyance,Pipeline,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,2.1431602198527995,1,medium,UNREVIEWED,FALSE,0,13.223490107627017,
