"relative_path","size_bytes","category","reason","status","reversible_quarantine_copy"
"04_processed_data/rds/reference_gsps_wgs84_20260710_141750.rds",4178103,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_gsps_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_acec_wgs84_20260710_101549.rds",2676290,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_acec_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_acec_wgs84_20260710_105326.rds",2676290,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_acec_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_acec_wgs84_20260710_115551.rds",2676290,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_acec_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_acec_wgs84_20260710_141750.rds",2676290,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_acec_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_monuments_wgs84_20260710_101549.rds",2611940,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_monuments_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_monuments_wgs84_20260710_105326.rds",2611940,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_monuments_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_monuments_wgs84_20260710_115551.rds",2611940,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_monuments_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_monuments_wgs84_20260710_141750.rds",2611940,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_monuments_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_trails_wgs84_20260710_101549.rds",2513968,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_trails_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_trails_wgs84_20260710_105326.rds",2513968,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_trails_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_trails_wgs84_20260710_115551.rds",2513968,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_trails_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_trails_wgs84_20260710_141750.rds",2513968,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_trails_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_wsr_corridor_blm_wgs84_20260710_115551.rds",2450400,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_corridor_blm_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_wsr_corridor_blm_wgs84_20260710_141750.rds",2450400,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_corridor_blm_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_wsr_corridor_wgs84_20260710_101549.rds",2450362,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_corridor_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_wsr_corridor_wgs84_20260710_105326.rds",2450362,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_corridor_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_wsr_segments_wgs84_20260710_115551.rds",1769754,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_segments_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_wsr_segments_wgs84_20260710_141750.rds",1769754,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_segments_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_wsr_wgs84_20260710_105326.rds",1769623,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_wsr_blm_lines_wgs84_20260710_115551.rds",1725709,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_blm_lines_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_wsr_blm_lines_wgs84_20260710_141750.rds",1725709,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_blm_lines_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_wsr_corridor_lsrs_status_wgs84_20260710_141750.rds",1690731,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_corridor_lsrs_status_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_wsr_corridor_lsrs_area_wgs84_20260710_141750.rds",1676113,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wsr_corridor_lsrs_area_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_allotments_wgs84_20260710_101549.rds",1495060,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_allotments_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_allotments_wgs84_20260710_105326.rds",1495060,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_allotments_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_allotments_wgs84_20260710_115551.rds",1495060,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_allotments_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_allotments_wgs84_20260710_141750.rds",1495060,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_allotments_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_101549.rds",1123718,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_105326.rds",1123718,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_115551.rds",1123718,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_141750.rds",1123718,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_wildernessstudyarea_wgs84_20260710_141750.rds"
"04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_101549.rds",1073984,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_105326.rds",1073984,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_115551.rds",1073984,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_141750.rds",1073984,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_cadesert_ncl_wgs84_20260710_141750.rds"
"04_processed_data/rds/huc12_climate_recharge_table_20260424_141927.rds",1005864,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/huc12_climate_recharge_table_20260424_141927.rds"
"04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_101549.rds",850632,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_105326.rds",850632,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_115551.rds",850632,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_141750.rds",850632,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_gwbasins_adjd_wgs84_20260710_141750.rds"
"04_processed_data/rds/usgs_gw_latest_water_levels_20260429_095611.rds",766576,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/usgs_gw_latest_water_levels_20260429_095611.rds"
"04_processed_data/rds/reference_drecp_wgs84_20260710_101549.rds",213674,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_drecp_wgs84_20260710_101549.rds"
"04_processed_data/rds/reference_drecp_wgs84_20260710_105326.rds",213674,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_drecp_wgs84_20260710_105326.rds"
"04_processed_data/rds/reference_drecp_wgs84_20260710_115551.rds",213674,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_drecp_wgs84_20260710_115551.rds"
"04_processed_data/rds/reference_drecp_wgs84_20260710_141750.rds",213674,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/reference_drecp_wgs84_20260710_141750.rds"
"04_processed_data/rds/calsim3_nodes_wgs84_20260508_120150.rds",80402,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/calsim3_nodes_wgs84_20260508_120150.rds"
"04_processed_data/rds/huc8_climate_recharge_table_20260427_162729.rds",26309,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/huc8_climate_recharge_table_20260427_162729.rds"
"04_processed_data/rds/cdec_reservoir_station_index_wgs84_20260522_111139.rds",24402,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/cdec_reservoir_station_index_wgs84_20260522_111139.rds"
"04_processed_data/rds/huc6_climate_recharge_table_20260427_193021.rds",5319,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/huc6_climate_recharge_table_20260427_193021.rds"
"04_processed_data/rds/usgs_gw_latest_water_levels_pilot_20260428_132737.rds",4474,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/usgs_gw_latest_water_levels_pilot_20260428_132737.rds"
"04_processed_data/rds/huc4_climate_recharge_table_20260428_103608.rds",2720,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/huc4_climate_recharge_table_20260428_103608.rds"
"04_processed_data/rds/huc2_climate_recharge_table_20260428_103608.rds",948,"exact_duplicate_timestamped_rds","Timestamped RDS is byte-for-byte identical to its retained unversioned counterpart by size and MD5.","moved","/Users/davidoconnor_mbp22/Documents/BRIM_v0.38_codex_quarantine_stage5_001/04_processed_data/rds/huc2_climate_recharge_table_20260428_103608.rds"
