"candidate_stable_id","runtime_display_name","architecture","catalog_path","definition_authority","assembly_authority","legend_authority","label_authority","popup_authority","filter_authority","lifecycle_summary","notes_or_resources","domain_review_fields","confidence","gap"
"blm_offices","Core – BLM Offices","LOCAL;LOCAL_STANDARD_LEAFLET;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;ORDINARY_LEAFLET;NON_GENERIC_RENDERER","Local/Administrative/BLM","00_config/config_local_layer_registry.r:LOCAL_LAYER_REGISTRY[layer_id=blm_offices],canonical_group/cache_file/geometry_family,map_display_flag=add_blm_offices; 03_functions/leaflet_layer_local_reference_helpers.r:pt_add_blm_office_layer; 04_processed_data/cache/latest/blm_offices_map.rds accepted generated cache","05_map_build/04_build_portatreasure2_core_map.r:layers$blm_offices,CORE_OVERLAY_GROUPS BLM Offices entry,pt_add_blm_office_layer; 00_config/config_map_display.r:add_blm_offices current flag","03_functions/leaflet_layer_local_reference_helpers.r:pt_add_blm_office_reference_legend and office-type/district symbol rows","NOT_APPLICABLE","03_functions/leaflet_layer_local_reference_helpers.r:pt_make_blm_office_hover,office popup_html,and co-located office hover/popup binding","NOT_APPLICABLE","Initialize/register/activate: pt_add_blm_office_layer ordinary Leaflet marker groups and legend; update/filter=NO_PHASE; clear/destroy: ordinary overlay removal plus shared Clear Local/Clear All and legend lifecycle; labels=NOT_APPLICABLE; network=NOT_APPLICABLE; live=NOT_APPLICABLE","03_functions/leaflet_layer_local_reference_helpers.r:current office symbol,legend,hover,popup,and lifecycle ownership; 05_map_build/04_build_portatreasure2_core_map.r:current assembly; DATA.md","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","NO_KNOWN_LIFECYCLE_GAP"
"acec","Reference – ACECs (238)","LOCAL;LOCAL_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Local/Reference/Planning","00_config/config_local_layer_registry.r:LOCAL_LAYER_REGISTRY[layer_id=acec],canonical_group/cache_file/geometry_family; 00_config/config_local_reference_interactions.r:acec interaction,facet,search,and source configuration; 04_processed_data/cache/latest/reference_layers_all_map.rds::acec accepted generated cache","05_map_build/04_build_portatreasure2_core_map.r:layers$reference_layers,pt_count_reference_layer_rows key acec,CORE_OVERLAY_GROUPS ACECs entry,pt_add_reference_layers; 03_functions/leaflet_layer_local_reference_helpers.r:pt_add_local_reference_controller","00_config/config_local_reference_interactions.r:acec value-family palette/facet configuration; 03_functions/js/brim_local_reference_controller.js:ACEC theme,legend/card,and overlap display state","03_functions/leaflet_layer_local_reference_helpers.r:filter-aware Local Reference label payload; 03_functions/js/brim_local_reference_controller.js:applied semantic/component label state","03_functions/js/brim_local_reference_controller.js:buildAcecPopup,ACEC hover,and tabbed popup ownership","00_config/config_local_reference_interactions.r:acec facets,quick views,and search fields; 03_functions/js/brim_local_reference_controller.js:applied filters,search,chips,selection,and zoom","Initialize/register: pt_add_local_reference_layers and pt_add_local_reference_controller; activate/update/filter/search/labels/popup/hover: shared Local Reference controller with ACEC-specific theme and card; clear/destroy: shared Clear Local/Clear All plus controller deactivation/destroy; network=NOT_APPLICABLE; live=NOT_APPLICABLE","08_docs/features/ACEC.md; 00_config/config_local_reference_interactions.r:current ACEC evidence/source register paths and interaction semantics; 03_functions/js/brim_local_reference_controller.js:current presentation/lifecycle ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-003;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"calsim3_network","Channels – CalSim3.0 (~3.7k)","LOCAL;LOCAL_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Local/Water/Models","00_config/config_local_layer_registry.r:LOCAL_LAYER_REGISTRY[layer_id=calsim3_nodes] and LOCAL_LAYER_REGISTRY[layer_id=calsim3_arcs],one canonical group Channels – CalSim3.0; 03_functions/leaflet_layer_local_reference_helpers.r:pt_add_calsim3_arc_layer and pt_add_calsim3_node_layer; accepted generated caches calsim3_nodes_map.rds/calsim3_arcs_map.rds","05_map_build/04_build_portatreasure2_core_map.r:layers$calsim3_nodes/layers$calsim3_arcs,pt_count_calsim3_network_rows,CORE_OVERLAY_GROUPS CalSim3.0 entry; 03_functions/leaflet_layer_local_reference_helpers.r:pt_add_calsim3_cluster_controller","03_functions/leaflet_layer_local_reference_helpers.r:CalSim3 Network Explorer component/type legend and shared legend closeout","03_functions/leaflet_layer_local_reference_helpers.r:pt_add_calsim3_label_companion,viewport label caps,and label-group lifecycle","03_functions/leaflet_layer_local_reference_helpers.r:CalSim3 arc hover,node popup/hover,and explorer record display","03_functions/leaflet_layer_local_reference_helpers.r:CalSim3 component/type filters,explorer selection,and controller update","Initialize/register: combined arc/node group plus label companion and pt_add_calsim3_cluster_controller; activate/update/filter/popup/hover/labels: CalSim3 explorer/controller state; clear/destroy: shared Clear Local/Clear All plus explicit controller/card destroy; network=NOT_APPLICABLE; live=NOT_APPLICABLE","03_functions/leaflet_layer_local_reference_helpers.r:current two-child identity,style,filter,label,popup,explorer,and lifecycle ownership; 05_map_build/04_build_portatreasure2_core_map.r:combined count and assembly; DATA.md","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-003;TWO_REGISTRY_CHILDREN_ONE_VISIBLE_IDENTITY;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"swrcb_wr_list_official","Points – Water rights POD | SWRCB 2026 BLM list (~2.3k)","LOCAL;LOCAL_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Local/Water/Water rights","00_config/config_local_layer_registry.r:LOCAL_LAYER_REGISTRY[layer_id=swrcb_wr_list_official],canonical_group/cache_file/geometry_family,map_display_flag=add_swrcb_pod_wr_blm; 03_functions/leaflet_layer_local_swrcb_helpers.r:pt_add_swrcb_pod_wr_layer; 04_processed_data/cache/latest/swrcb_pod_wr_blm_map.rds accepted generated cache","05_map_build/04_build_portatreasure2_core_map.r:layers$swrcb_pod_wr_blm,pt_count_swrcb_official_rows,CORE_OVERLAY_GROUPS official SWRCB entry,pt_add_swrcb_pod_wr_layer; 03_functions/leaflet_layer_local_swrcb_helpers.r:window.BRIM_SWRCB_POD_LOCAL","03_functions/leaflet_layer_local_swrcb_helpers.r:pt_add_swrcb_pod_wr_shared_legend and source/status/count symbology","03_functions/leaflet_layer_local_swrcb_helpers.r:official label-group anchor and browser-managed labels tied to source/filter state","03_functions/leaflet_layer_local_swrcb_helpers.r:makePopup,makeTooltip,and official-source point bindings","03_functions/leaflet_layer_local_swrcb_helpers.r:shared three-source filters and window.BRIM_SWRCB_POD_LOCAL state","Initialize/register: official source and label anchors then shared three-source browser/controller; activate/update/filter/labels/popup/hover: window.BRIM_SWRCB_POD_LOCAL; clear/destroy: shared Clear Local/Clear All plus controller deactivation and state removal; network=NOT_APPLICABLE; live=NOT_APPLICABLE","03_functions/leaflet_layer_local_swrcb_helpers.r:current three-source identity,legend,filter,label,popup,hover,and controller ownership; 05_map_build/04_build_portatreasure2_core_map.r:current assembly/count/source notes; DATA.md","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-003;DUMMY_LABEL_ANCHOR_EXCLUDED_RUNTIME_SCAFFOLDING;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"springs","Points – Springs (~27.3k)","LOCAL;LOCAL_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Local/Water/Springs","00_config/config_local_layer_registry.r:LOCAL_LAYER_REGISTRY[layer_id=springs],canonical_group/cache_file/geometry_family,map_display_flag=add_springs; 03_functions/leaflet_layer_local_well_spring_helpers.r:pt_add_springs_layer and pt_add_springs_browser_layer; 04_processed_data/cache/latest/springs_map.rds accepted generated cache","05_map_build/04_build_portatreasure2_core_map.r:layers$springs,pt_register_local_layer_feature_counts key Points – Springs,CORE_OVERLAY_GROUPS Springs entry,pt_add_springs_layer; 03_functions/js/leaflet_springs_local_virtualized.js:window.BRIM_SPRINGS_LOCAL","03_functions/js/leaflet_springs_local_virtualized.js:springs legend,source/BLM filters,showing counts,and shared legend closeout","03_functions/leaflet_layer_local_well_spring_helpers.r:label-group anchor and virtualized label payload; 03_functions/js/leaflet_springs_local_virtualized.js:filter-aware viewport labels","03_functions/js/leaflet_springs_local_virtualized.js:spring tooltip/popup/card and source/search links","03_functions/js/leaflet_springs_local_virtualized.js:source/BLM filter index,applyFilters,viewport generation,and search/profile state","Initialize/register: pt_add_springs_layer anchors then pt_add_springs_browser_layer; activate/update/filter/labels/popup/hover: window.BRIM_SPRINGS_LOCAL virtualized controller with generation state; clear/destroy: shared Clear Local/Clear All plus explicit idempotent controller destroy; network=NOT_APPLICABLE; live=NOT_APPLICABLE","03_functions/leaflet_layer_local_well_spring_helpers.r; 03_functions/js/leaflet_springs_local_virtualized.js:current source links,legend,filter,popup,hover,label,virtualization,and lifecycle ownership; 05_map_build/04_build_portatreasure2_core_map.r:current assembly/count; DATA.md","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-003;DUMMY_ANCHORS_EXCLUDED_RUNTIME_SCAFFOLDING;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"county","Reference – Counties (58)","LOCAL;LOCAL_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Local/Reference/Administrative","00_config/config_local_layer_registry.r:LOCAL_LAYER_REGISTRY[layer_id=county],canonical_group/cache_file/geometry_family; 00_config/config_local_reference_interactions.r:county identity/search/interaction fields; 04_processed_data/cache/latest/county_map.rds accepted generated cache","05_map_build/04_build_portatreasure2_core_map.r:layers$county,pt_count_sf_rows key Reference – Counties,CORE_OVERLAY_GROUPS Counties entry,pt_add_reference_layers; 03_functions/leaflet_layer_local_reference_helpers.r:pt_add_local_reference_controller","03_functions/leaflet_layer_local_reference_helpers.r:Local Reference category/count card surface; 03_functions/js/brim_local_reference_controller.js:shared Local Reference presentation state","03_functions/leaflet_layer_local_reference_helpers.r:Local Reference semantic label payload; 03_functions/js/brim_local_reference_controller.js:applied county label state","03_functions/leaflet_layer_local_reference_helpers.r:county popup/hover fields; 03_functions/js/brim_local_reference_controller.js:shared popup/hover binding","00_config/config_local_reference_interactions.r:county search fields; 03_functions/js/brim_local_reference_controller.js:shared search,chips,selection,and zoom with minimal facet surface","Initialize/register: pt_add_local_reference_layers and pt_add_local_reference_controller; activate/update/search/labels/popup/hover: shared Local Reference controller with county-specific records; clear/destroy: shared Clear Local/Clear All plus controller deactivation/destroy; network=NOT_APPLICABLE; live=NOT_APPLICABLE","00_config/config_local_reference_interactions.r:current county identity/search/limitation text; 03_functions/leaflet_layer_local_reference_helpers.r; 03_functions/js/brim_local_reference_controller.js:current presentation/lifecycle ownership; DATA.md","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-003;MINIMAL_SHARED_CONTROLLER_SURFACE"
"EPA_NPL_BOUNDARIES","Superfund sites | EPA NPL boundaries","EXTERNAL;EXTERNAL_CATALOG_BRIDGE;ACTIVE_ENABLED;USER_VISIBLE;SHARED_CONTROLLER;GENERIC_FEATURE_RENDERER","External/Contaminated sites/Superfund / cleanup","00_config/external_service_catalog.csv:external_layer_id=EPA_NPL_BOUNDARIES,display_name/service_type/service_url/default_load_mode current authority","03_functions/leaflet_tools_adddata_helpers.r:pt_add_tools_adddata_panel embeds 00_config/external_service_catalog.csv; 03_functions/js/leaflet_tools_adddata_panel.js:window.ptOpsExternalCatalogBridge current-view shared feature loader","NOT_APPLICABLE","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:shared_vector_feature hover/popup path; 00_config/external_service_catalog.csv:EPA_NPL_BOUNDARIES popup_fields/hover_fields/source link","03_functions/js/leaflet_tools_adddata_panel.js:current-view refresh and active External row state; 00_config/external_service_catalog.csv:EPA_NPL_BOUNDARIES default_load_mode=current_view","Initialize/register: External catalog factory and window.ptOpsExternalCatalogBridge; activate/update: shared current-view feature requests and error state; clear: External Remove and Clear All; destroy=shared implicit bridge removal; requests/cancellation=shared where implemented; labels/legend=NOT_APPLICABLE","00_config/external_service_catalog.csv:EPA_NPL_BOUNDARIES current notes,source_page,best_use,popup,hover,and load metadata; 03_functions/js/leaflet_tools_adddata_panel.js:shared External ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-001;LC-GAP-002;CUSTOM_LOADER_FALSE"
"USFS_INVASIVE_SPECIES_CURRENT","Invasive plants | USFS current infestations","EXTERNAL;EXTERNAL_CATALOG_BRIDGE;ACTIVE_ENABLED;USER_VISIBLE;SHARED_CONTROLLER;GENERIC_FEATURE_RENDERER","External/Ecology / Habitat / Species/Invasive vegetation","00_config/external_service_catalog.csv:external_layer_id=USFS_INVASIVE_SPECIES_CURRENT,display_name/service_type/service_url/default_load_mode current authority","03_functions/leaflet_tools_adddata_helpers.r:pt_add_tools_adddata_panel embeds 00_config/external_service_catalog.csv; 03_functions/js/leaflet_tools_adddata_panel.js:window.ptOpsExternalCatalogBridge current-view shared feature loader","00_config/external_service_catalog.csv:USFS_INVASIVE_SPECIES_CURRENT legend/source fields; 03_functions/js/leaflet_tools_adddata_panel.js:provider-reference legend surface","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:shared_vector_feature hover/popup path; 00_config/external_service_catalog.csv:USFS_INVASIVE_SPECIES_CURRENT popup_fields/hover_fields","03_functions/js/leaflet_tools_adddata_panel.js:current-view refresh and active External row state; 00_config/external_service_catalog.csv:USFS_INVASIVE_SPECIES_CURRENT heavy-layer note/default_load_mode=current_view","Initialize/register: External catalog factory and window.ptOpsExternalCatalogBridge; activate/update: heavy current-view feature requests and error state; clear: External Remove and Clear All; destroy=shared implicit bridge removal; requests/cancellation=shared where implemented; labels=NOT_APPLICABLE","00_config/external_service_catalog.csv:USFS_INVASIVE_SPECIES_CURRENT current official source,provider reference,notes,best_use,popup,hover,and load metadata; 03_functions/js/leaflet_tools_adddata_panel.js:shared External ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-001;LC-GAP-002;CUSTOM_LOADER_FALSE;HEAVY_CURRENT_VIEW_RESOURCE"
"CGS_GEOLOGY_MAP_TILED","CA Geology | CGS geologic map","EXTERNAL;EXTERNAL_CATALOG_BRIDGE;ACTIVE_ENABLED;USER_VISIBLE;SHARED_CONTROLLER;OFFICIAL_MAPSERVER_RENDERER","External/Geology / Geophysics/Geology / maps","00_config/external_service_catalog.csv:external_layer_id=CGS_GEOLOGY_MAP_TILED,display_name/service_type/service_url/default_load_mode current authority","03_functions/leaflet_tools_adddata_helpers.r:pt_add_tools_adddata_panel embeds 00_config/external_service_catalog.csv; 03_functions/js/leaflet_tools_adddata_panel.js:window.ptOpsExternalCatalogBridge full-service tiled loader and official_mapserver_renderer","00_config/external_service_catalog.csv:CGS_GEOLOGY_MAP_TILED legend_url/provider reference; 03_functions/js/leaflet_tools_adddata_panel.js:provider-reference legend surface","NOT_APPLICABLE","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:tiled active External row and refresh/removal state; 00_config/external_service_catalog.csv:CGS_GEOLOGY_MAP_TILED default_load_mode=tiled","Initialize/register: External catalog factory and window.ptOpsExternalCatalogBridge; activate/update: shared full-service tile requests; clear: External Remove and Clear All; destroy=shared implicit bridge removal; requests/cancellation=shared where implemented; labels/popup/hover=NOT_APPLICABLE","00_config/external_service_catalog.csv:CGS_GEOLOGY_MAP_TILED current notes,source_page,provider legend,and tiled load metadata; 03_functions/js/leaflet_tools_adddata_panel.js:official MapServer renderer and shared External ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-001;LC-GAP-002;CUSTOM_LOADER_FALSE;TILED_VISUAL_RESOURCE"
"DWR_TRE_ALTAMIRA_ANNUAL_RATE_MOSAIC","Land subsidence | DWR/TRE annual rate mosaic","EXTERNAL;EXTERNAL_CATALOG_BRIDGE;ACTIVE_ENABLED;USER_VISIBLE;SHARED_CONTROLLER;IMAGE_SERVER_RENDERER","External/Geology / Geophysics/Land subsidence","00_config/external_service_catalog.csv:external_layer_id=DWR_TRE_ALTAMIRA_ANNUAL_RATE_MOSAIC,display_name/service_type/service_url/source_page/default_load_mode current authority","03_functions/leaflet_tools_adddata_helpers.r:pt_add_tools_adddata_panel embeds 00_config/external_service_catalog.csv; 03_functions/js/leaflet_tools_adddata_panel.js:window.ptOpsExternalCatalogBridge full-service visual ImageServer loader","00_config/external_service_catalog.csv:DWR_TRE_ALTAMIRA_ANNUAL_RATE_MOSAIC legend_url/provider reference; 03_functions/js/leaflet_tools_adddata_panel.js:provider-reference legend surface","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:dwr_tre_raster_identify hover/popup/identify path; 00_config/external_service_catalog.csv:DWR_TRE_ALTAMIRA_ANNUAL_RATE_MOSAIC identify_url/popup_fields/hover_fields","03_functions/js/leaflet_tools_adddata_panel.js:visual ImageServer and identify request state; 00_config/external_service_catalog.csv:DWR_TRE_ALTAMIRA_ANNUAL_RATE_MOSAIC default_load_mode=visual","Initialize/register: External catalog factory and window.ptOpsExternalCatalogBridge; activate/update: shared full-service visual and identify requests; clear: External Remove and Clear All; destroy=shared implicit bridge removal; requests/cancellation=shared where implemented; labels=NOT_APPLICABLE","00_config/external_service_catalog.csv:DWR_TRE_ALTAMIRA_ANNUAL_RATE_MOSAIC current notes,source_page,legend,identify,popup,hover,and load metadata; 03_functions/js/leaflet_tools_adddata_panel.js:raster identify and shared External ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-001;LC-GAP-002;CUSTOM_LOADER_FALSE;IMAGE_IDENTIFY_RESOURCE"
"UIC_EPA_LIVE","UIC — EPA mapped boundaries","EXTERNAL;EXTERNAL_CATALOG_BRIDGE_CUSTOM_LOADER;ACTIVE_ENABLED;USER_VISIBLE;CUSTOM_LOADER;NON_GENERIC_RENDERER","External/Energy / Minerals/Underground Injection Control (UIC)","00_config/external_service_catalog.csv:external_layer_id=UIC_EPA_LIVE,display_name/service_type/service_url/source_page/default_load_mode current authority","03_functions/leaflet_tools_adddata_helpers.r:pt_add_tools_adddata_panel embeds 00_config/external_service_catalog.csv; 03_functions/js/leaflet_tools_adddata_panel.js:window.ptOpsExternalCatalogBridge live-snapshot custom loader and UIC bespoke adapter","03_functions/js/leaflet_tools_adddata_panel.js:uic_explorer shared automatic legend and UIC source-row control","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:uic_bespoke hover/popup path; 00_config/external_service_catalog.csv:UIC_EPA_LIVE popup_fields/hover_fields/source link","03_functions/js/leaflet_tools_adddata_panel.js:uic_epa_live load/state/filter adapter and active External row; 00_config/external_service_catalog.csv:UIC_EPA_LIVE default_load_mode=live_snapshot","Initialize/register: External catalog factory and window.ptOpsExternalCatalogBridge custom-loader adapter; activate/update: live-snapshot request,bespoke state,legend,and error lifecycle; clear: External Remove and Clear All; destroy=shared implicit bridge removal; requests/cancellation=shared where implemented; labels=NOT_APPLICABLE","00_config/external_service_catalog.csv:UIC_EPA_LIVE current official source,notes,source_page,best_use,popup,hover,and load metadata; 03_functions/js/leaflet_tools_adddata_panel.js:UIC explorer/bespoke ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","LC-GAP-001;LC-GAP-002;CUSTOM_LOADER_TRUE;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"ops_alertcalifornia_cameras","ALERTCalifornia Cameras","OPS_LIVE;OPS_LIVE_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Ops Live/Cameras","03_functions/leaflet_ops_live_layer_definition_helpers.r:addOpsLayer name ALERTCalifornia Cameras,CatalogPromotedExternalLayer,opsKey=ops_alertcalifornia_cameras,current public service/source links; 00_config/external_service_catalog.csv:ALERTCalifornia Cameras shared source row","03_functions/leaflet_ops_live_helpers.r:pt_add_ops_live_layers; 05_map_build/04_build_portatreasure2_core_map.r:pt_add_ops_live_layers; 03_functions/leaflet_ops_live_layer_definition_helpers.r:CatalogPromotedExternalLayer onAdd/onRemove/forceRemove through window.ptOpsExternalCatalogBridge","03_functions/leaflet_ops_live_layer_definition_helpers.r:activeLegendDefs/status presentation; 03_functions/js/leaflet_tools_adddata_panel.js:camera-arrow and online/offline shared source styling","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:shared External hover/popup/image-thumbnail path for ALERTCalifornia Cameras; 03_functions/leaflet_ops_live_layer_definition_helpers.r:product status/card text","03_functions/js/leaflet_tools_adddata_panel.js:current-view source query and online/offline state; 03_functions/leaflet_ops_live_layer_definition_helpers.r:CatalogPromotedExternalLayer loading/error state","Initialize/register/activate/update: addOpsLayer and CatalogPromotedExternalLayer through window.ptOpsExternalCatalogBridge; clear/destroy: Clear Ops/Clear All plus onRemove/forceRemove and timer/status cleanup; normalized valid range/health/last-good=UNKNOWN; producer confirmation=NOT_APPLICABLE","03_functions/leaflet_ops_live_layer_definition_helpers.r:current camera definition,note,and service/source links; 00_config/external_service_catalog.csv:shared camera source metadata","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","NORMALIZED_LIVE_STATUS_UNKNOWN;PRODUCER_SIDE_CONFIRMATION_NOT_APPLICABLE;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"ops_radar_noaa_mrms","Radar | NOAA MRMS","OPS_LIVE;OPS_LIVE_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Ops Live/Hydro Observations","03_functions/leaflet_ops_live_layer_definition_helpers.r:addOpsLayer name Radar | NOAA MRMS,ArcGISExportLayer MapServer/current NOAA_RADAR endpoint and freshness callback","03_functions/leaflet_ops_live_helpers.r:pt_add_ops_live_layers; 05_map_build/04_build_portatreasure2_core_map.r:pt_add_ops_live_layers; 03_functions/leaflet_ops_live_layer_definition_helpers.r:ArcGISExportLayer request/onAdd/onRemove lifecycle","03_functions/leaflet_ops_live_layer_definition_helpers.r:MapServer legend URL,activeLegendDefs,and radar freshness/status rows","NOT_APPLICABLE","NOT_APPLICABLE","03_functions/leaflet_ops_live_layer_definition_helpers.r:ArcGISExportLayer refresh/current image/time/freshness and error state","Initialize/register/activate/update: addOpsLayer and refreshable ArcGISExportLayer image requests with freshness check; clear/destroy: Clear Ops/Clear All plus layer removal/request/status cleanup; valid_time=PRESENT; record_count=NOT_APPLICABLE; normalized health/last-good=UNKNOWN; producer confirmation=NOT_APPLICABLE","03_functions/leaflet_ops_live_layer_definition_helpers.r:current NOAA MRMS definition,endpoint,note,legend,and freshness ownership; 03_functions/leaflet_ops_live_helpers.r:shared Ops control/clear ownership","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","NORMALIZED_HEALTH_AND_LAST_GOOD_UNKNOWN;PRODUCER_SIDE_CONFIRMATION_NOT_APPLICABLE;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"ops_streamflow_multi_agency_nat_l","Streamflow | multi-agency | Nat'l","OPS_LIVE;OPS_LIVE_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Ops Live/Hydro Observations","03_functions/leaflet_ops_live_layer_definition_helpers.r:addOpsLayer name Streamflow | multi-agency | Nat'l,CatalogPromotedExternalLayer,opsKey=ops_live_agency_streamflow_gages,current public service/source links; 00_config/external_service_catalog.csv:Live Stream Gages / Flow shared source row","03_functions/leaflet_ops_live_helpers.r:pt_add_ops_live_layers; 05_map_build/04_build_portatreasure2_core_map.r:pt_add_ops_live_layers; 03_functions/leaflet_ops_live_layer_definition_helpers.r:CatalogPromotedExternalLayer onAdd/onRemove/forceRemove through window.ptOpsExternalCatalogBridge","03_functions/leaflet_ops_live_layer_definition_helpers.r:multi_agency_streamflow legend/status definition; 03_functions/js/leaflet_tools_adddata_panel.js:shared stream-gage style/legend path","NOT_APPLICABLE","03_functions/js/leaflet_tools_adddata_panel.js:shared stream-gage hover/popup/hydrograph path; 03_functions/leaflet_ops_live_layer_definition_helpers.r:product status/card text","03_functions/js/leaflet_tools_adddata_panel.js:current-view source query and streamflow status fields; 03_functions/leaflet_ops_live_layer_definition_helpers.r:CatalogPromotedExternalLayer loading/error state","Initialize/register/activate/update: addOpsLayer and CatalogPromotedExternalLayer through window.ptOpsExternalCatalogBridge; clear/destroy: Clear Ops/Clear All plus onRemove/forceRemove and status cleanup; valid range/normalized health/last-good=UNKNOWN; record count/error=PRESENT; producer confirmation=NOT_APPLICABLE","03_functions/leaflet_ops_live_layer_definition_helpers.r:current multi-agency streamflow definition,note,service,and hydrograph links; 00_config/external_service_catalog.csv:shared Live Stream Gages / Flow metadata","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","NORMALIZED_LIVE_STATUS_UNKNOWN;PRODUCER_SIDE_CONFIRMATION_NOT_APPLICABLE;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
"ops_cnrfc_forecast_points_river_reservoir","CNRFC forecast points | river/reservoir","OPS_LIVE;OPS_LIVE_CUSTOM_CONTROLLER;ACTIVE_CURRENT_RUNTIME;USER_VISIBLE;CUSTOM_CONTROLLER;NON_GENERIC_RENDERER","Ops Live/Forecasts / Outlooks","03_functions/leaflet_ops_live_layer_definition_helpers.r:addOpsLayer name CNRFC forecast points | river/reservoir and CnrfcRiverReservoirForecastLayer current source links/records; 03_functions/leaflet_ops_live_cnrfc_forecast_points_helpers.r:product controller/factory","03_functions/leaflet_ops_live_helpers.r:pt_add_ops_live_layers; 05_map_build/04_build_portatreasure2_core_map.r:pt_add_ops_live_layers; 03_functions/leaflet_ops_live_cnrfc_forecast_points_helpers.r:request,record,selection,chart,and remove lifecycle","03_functions/leaflet_ops_live_cnrfc_forecast_points_helpers.r:forecast availability symbols,legend,and status/card state","NOT_APPLICABLE","03_functions/leaflet_ops_live_cnrfc_forecast_points_helpers.r:forecast-point popup/time-series card and source links","03_functions/leaflet_ops_live_cnrfc_forecast_points_helpers.r:river/reservoir/ensemble filters,forecast selection,time state,and status/error handling","Initialize/register/activate/update: addOpsLayer and CNRFC forecast-point controller with request,record,filter,selection,and chart state; clear/destroy: Clear Ops/Clear All plus explicit/shared remove-destroy; valid_time/record_count/error=PRESENT; normalized health/last-good=UNKNOWN; producer confirmation=NOT_APPLICABLE","03_functions/leaflet_ops_live_cnrfc_forecast_points_helpers.r:current forecast-point filters,charts,card,status,source,and lifecycle ownership; 03_functions/leaflet_ops_live_layer_definition_helpers.r:current add definition","purpose|audience|suitability|scientific_limitations_beyond_current_source","HIGH","NORMALIZED_HEALTH_AND_LAST_GOOD_UNKNOWN;PRODUCER_SIDE_CONFIRMATION_NOT_APPLICABLE;CUSTOM_CONTROLLER_MUST_REMAIN_CUSTOM"
