acec_id,official_acec_name,normalized_acec_name,alternate_names,source_semantic_key,designation_status,designation_status_label,designation_type,designation_types,rna_relationship_status,is_currently_designated,is_proposed_only,is_historical_or_superseded,is_research_natural_area,has_research_natural_area_component,source_component_count,source_polygon_count,multipart_source_count,official_acres,official_acres_source,current_gis_acres,calculated_source_geometry_acres,acreage_difference,acreage_difference_percent,blm_districts,blm_field_offices,source_administrative_unit,source_admin_unit_code,governing_plan_count,current_governing_plans,designation_decision_date,designation_year,designation_authority,designation_document_id,designation_document_url,designation_document_page,designation_history_summary,relevant_and_important_values_summary,value_families,management_direction_summary,access_and_land_status_summary,counties,states,primary_ecoregions,planning_framework,water_resource_relevance,water_resource_relevance_summary,current_official_page_url,direct_official_area_page_status,current_official_map_url,official_map_status,current_plan_url,current_plan_status,current_office_url,office_page_status,implementation_plan_status,access_page_status,research_status,last_verified,record_confidence,unit_summary_short,notes,source_geometry_part_count,supplied_brim_calculated_geometry_acres,supplied_brim_geometry_valid,supplied_brim_geometry_metric_status,source_geometry_provenance
acec-1c307d9c6029b1,Deadmans Flat,deadmans flat,,deadmans flat|Sierra|DOI-BLM-CA-C080-2007-0001-RMP-EIS|2008-02-01|CAC08000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,744.598217,744.598217,-0.0,-0.0,Central California District,Mother Lode Field Office,Mother Lode Field Office,CAC08000,1,Sierra,2008-02-01,2008,BLM land-use planning decision,DOI-BLM-CA-C080-2007-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, and Natural systems.",botanical_or_ecological,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,central_california_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/72554/510,direct_official_plan_or_project_page,https://www.blm.gov/office/mother-lode-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Deadmans Flat is represented in the current BLM California designated-ACEC layer under Sierra. The statewide source identifies natural processes, and natural systems as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",5,744.5982172914544,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-44eff1e0aa93e7,Death Valley 17 WSA,death valley 17 wsa,,"death valley 17 wsa|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,21080.593705,21080.593705,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Historic resources, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Death Valley 17 WSA is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies cultural resources, historic resources, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,21080.593705479045,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-bef60dbaeef6d9,Deer Creek,deer creek,,deer creek|Northwest California Integrated Plan|DOI-BLM-CA-N060-2021-0012-RMP-EIS|2024-11-06|CAN06000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,567.401353,567.401353,0.0,0.0,Northern California District,Redding Field Office,Redding Field Office,CAN06000,1,Northwest California Integrated Plan,2024-11-06,2024,BLM land-use planning decision,DOI-BLM-CA-N060-2021-0012-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Fish or aquatic resources, Historic resources, Scenic values, and Wildlife resources.",cultural_archaeological_historic;scenic;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northwest_california_integrated_plan,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,direct_official_plan_or_project_page,https://www.blm.gov/office/redding-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Deer Creek is represented in the current BLM California designated-ACEC layer under Northwest California Integrated Plan. The statewide source identifies cultural resources, fish or aquatic resources, historic resources, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",4,567.4013528377949,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-56983aa76a6050,Denning Springs,denning springs,,"denning springs|CDCA Plan, as amended by DRECP|DOI-BLM-CA-D010-2014-0001-RMP-EIS|2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,445.728974,445.728974,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,DOI-BLM-CA-D010-2014-0001-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, and Historic resources.",cultural_archaeological_historic,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,direct_official_plan_or_project_page,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Denning Springs is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies cultural resources, and historic resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,445.72897352769075,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-88e3a418c2424c,Desert Lily Preserve,desert lily preserve,,"desert lily preserve|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,2059.081436,2059.081436,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, and Scenic values.",botanical_or_ecological;scenic,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Desert Lily Preserve is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, natural systems, and scenic values as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,2059.0814357313893,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-cdb2e8b5bcad21,Desert Tortoise Research Natural Area,desert tortoise research natural area,,"desert tortoise research natural area|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,research_candidate_from_source_name_only,True,False,False,unverified,unverified,1,1,0,,not_researched,25346.103593,25346.103593,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Desert Tortoise Research Natural Area is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,25346.103592973017,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-8592ffba7bec30,Dos Palmas,dos palmas,,"dos palmas|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,15119.711404,15119.711404,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Fish or aquatic resources, Historic resources, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Dos Palmas is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies cultural resources, fish or aquatic resources, historic resources, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,15119.711403818537,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-e71f61490a4558,Dutch Flat/Indian Hill RNA,dutch flat indian hill rna,,dutch flat indian hill rna|Sierra|DOI-BLM-CA-C080-2007-0001-RMP-EIS|2008-02-01|CAC08000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,research_candidate_from_source_name_only,True,False,False,unverified,unverified,1,1,1,,not_researched,317.132668,317.132668,-0.0,-0.0,Central California District,Mother Lode Field Office,Mother Lode Field Office,CAC08000,1,Sierra,2008-02-01,2008,BLM land-use planning decision,DOI-BLM-CA-C080-2007-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, and Natural systems.",botanical_or_ecological,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,central_california_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/72554/510,direct_official_plan_or_project_page,https://www.blm.gov/office/mother-lode-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Dutch Flat/Indian Hill RNA is represented in the current BLM California designated-ACEC layer under Sierra. The statewide source identifies natural processes, and natural systems as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",3,317.1326678937923,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-bb20419abef121,Eagle Lake Basin,eagle lake basin,,eagle lake basin|Eagle Lake|DOI-BLM-CA-N050-2008-0002-RMP-EIS|2008-04-17|CAN05000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,32032.595675,32032.595675,0.0,0.0,Northern California District,Eagle Lake Field Office,Eagle Lake Field Office,CAN05000,1,Eagle Lake,2008-04-17,2008,BLM land-use planning decision,DOI-BLM-CA-N050-2008-0002-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/69341/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Fish or aquatic resources, Historic resources, Scenic values, and Wildlife resources.",cultural_archaeological_historic;scenic;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to protect identified relevant and important values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northern_california_other_plan,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/69341/510,direct_official_plan_or_project_page,https://www.blm.gov/office/eagle-lake-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Eagle Lake Basin is represented in the current BLM California designated-ACEC layer under Eagle Lake. The statewide source identifies cultural resources, fish or aquatic resources, historic resources, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to protect identified relevant and important values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",20,32032.595674538657,False,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-6dfe9441073c8e,Eagles Flyway,eagles flyway,,"eagles flyway|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,11905.73515,11905.73515,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, and Scenic values.",botanical_or_ecological;scenic,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Eagles Flyway is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, natural systems, and scenic values as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,11905.735149546821,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-1fe131d30ed452,East Mesa,east mesa,,"east mesa|CDCA Plan, as amended, DRECP amendment|DOI-BLM-CA-D010-1980-0001-RMP-EIS|1980-12-12|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,94183.275872,94183.275872,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended, DRECP amendment",1980-12-12,1980,BLM land-use planning decision,DOI-BLM-CA-D010-1980-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/66949/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Historic resources, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/66949/510,direct_official_plan_or_project_page,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"East Mesa is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended, DRECP amendment. The statewide source identifies cultural resources, historic resources, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",2,94183.27587153399,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-0816659292b860,Eden Valley,eden valley,,eden valley|Northwest California Integrated Plan|DOI-BLM-CA-N060-2021-0012-RMP-EIS|2024-11-06|CAN03000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,10814.059512,10814.059512,-0.0,-0.0,Northern California District,Arcata Field Office,Arcata Field Office,CAN03000,1,Northwest California Integrated Plan,2024-11-06,2024,BLM land-use planning decision,DOI-BLM-CA-N060-2021-0012-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Fish or aquatic resources, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northwest_california_integrated_plan,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,direct_official_plan_or_project_page,https://www.blm.gov/office/arcata-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Eden Valley is represented in the current BLM California designated-ACEC layer under Northwest California Integrated Plan. The statewide source identifies fish or aquatic resources, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,10814.059511843967,False,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-0e71475d6309f6,El Paso to Golden,el paso to golden,,"el paso to golden|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,63372.462124,63372.462124,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, and Scenic values.",botanical_or_ecological;scenic,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"El Paso to Golden is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, natural systems, and scenic values as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,63372.46212354229,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-57790de833c6bf,Emigrant Trails,emigrant trails,,emigrant trails|Alturas|DOI-BLM-CA-N020-2008-0001-RMP-EIS|2008-04-17|CAN02000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,1677.68186,1677.68186,0.0,0.0,Northern California District,Applegate Field Office,Applegate Field Office,CAN02000,1,Alturas,2008-04-17,2008,BLM land-use planning decision,DOI-BLM-CA-N020-2008-0001-RMP-EIS,https://eplanning.blm.gov/Project-Home/?id=e567a393-a7f2-f011-8407-001dd80c29f3,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Fish or aquatic resources, Historic resources, Natural processes, Natural systems, Scenic values, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;scenic;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northern_california_other_plan,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/Project-Home/?id=e567a393-a7f2-f011-8407-001dd80c29f3,direct_official_plan_or_project_page,https://www.blm.gov/office/applegate-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Emigrant Trails is represented in the current BLM California designated-ACEC layer under Alturas. The statewide source identifies cultural resources, fish or aquatic resources, historic resources, natural processes, natural systems, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",5,1677.681859565356,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
