component_id,acec_id,source_globalid,source_globalid_normalized,source_objectid,source_name,source_name_normalized,source_feature_type,source_designation_code,source_status_code,source_agency_code,component_number,component_count_for_acec,component_gis_acres,component_calculated_acres,component_official_acres,component_blm_district,component_blm_field_office,component_local_managing_unit,component_local_managing_unit_url,component_office_evidence,component_office_evidence_url,component_office_method,component_office_confidence,component_governing_plan,component_governing_plan_url,component_governing_plan_page,component_land_status_scope,component_surface_management_scope,component_inholding_status,component_public_access_status,component_management_summary,component_source_modified_date,component_blm_modify_date,component_last_verified,component_notes,component_supplied_brim_row_number,component_supplied_brim_record_id,component_supplied_geometry_type,component_supplied_geometry_part_count,component_supplied_is_multipart,component_supplied_geometry_valid,component_supplied_geometry_validity_reason,component_supplied_shape_area_m2,component_supplied_shape_length_m,component_live_shape_area_m2,component_live_shape_length_m,component_geometry_metric_status,component_supplied_to_live_match_method,component_supplied_to_live_match_confidence,component_supplied_snapshot
blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,acec-b8422dcaf6e42b,{40DECD85-3E06-4AC5-B495-26B948E7C19E},40decd85-3e06-4ac5-b495-26b948e7c19e,194,Chico Martinez,chico martinez,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,4614.411605,4614.41160500325,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,190,brim-supplied-40decd85-3e06-4ac5-b495-26b948e7c19e,MultiPolygon,3,True,True,Valid Geometry,18673861.239304494,42637.10952960557,18673861.2393045,42637.1095296056,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-16730901-e7b0-4741-bfc2-12c635454ba7,acec-f6df95a7521adf,{16730901-E7B0-4741-BFC2-12C635454BA7},16730901-e7b0-4741-bfc2-12c635454ba7,84,Chuckwalla,chuckwalla,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,649065.67183,649065.6718302687,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA as amended, DRECP amendment",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,80,brim-supplied-16730901-e7b0-4741-bfc2-12c635454ba7,MultiPolygon,3,True,False,Ring Self-intersection[407861.8495 -486137.9967],2626675582.605694,611633.5561047385,2626675582.60569,611633.556104739,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-414e290f-82ea-41f2-bd9c-2df6c38bfd83,acec-e3030589272cd2,{414E290F-82EA-41F2-BD9C-2DF6C38BFD83},414e290f-82ea-41f2-bd9c-2df6c38bfd83,86,Chuckwalla Valley Dune Thicket,chuckwalla valley dune thicket,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2278.025792,2278.0257916367764,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, later amended by DRECP ",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,82,brim-supplied-414e290f-82ea-41f2-bd9c-2df6c38bfd83,Polygon,1,False,True,Valid Geometry,9218843.305278134,14805.28320029267,9218843.30527813,14805.2832002927,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-73e7711d-f83f-4d84-90ee-11b4e91462c1,acec-eefba2002e5d17,{73E7711D-F83F-4D84-90EE-11B4E91462C1},73e7711d-f83f-4d84-90ee-11b4e91462c1,85,Chuckwalla to Chemehuevi tortoise linkage,chuckwalla to chemehuevi tortoise linkage,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,372965.044085,372965.0437971363,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, later amended by DRECP ",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,81,brim-supplied-73e7711d-f83f-4d84-90ee-11b4e91462c1,Polygon,1,False,True,Valid Geometry,1509335982.8211384,434838.2926727105,1509335983.98773,434838.311821029,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-f25c7ae2-e2d0-4648-8c79-77f49ceae8a7,acec-b6771a30b09496,{F25C7AE2-E2D0-4648-8C79-77F49CEAE8A7},f25c7ae2-e2d0-4648-8c79-77f49ceae8a7,209,Clear Creek Serpentine,clear creek serpentine,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,29146.021216,29146.021216166508,,Central California District,Central Coast Field Office,Central Coast Field Office,https://www.blm.gov/office/central-coast-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Clear Creek Management Area RMP,https://eplanning.blm.gov/eplanning-ui/project/68803/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to protect identified relevant and important values and prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,205,brim-supplied-f25c7ae2-e2d0-4648-8c79-77f49ceae8a7,MultiPolygon,2,True,False,Ring Self-intersection[-49241.7544 -186517.357999999],117949763.1460501,147781.9059243158,117949763.14605,147781.905924316,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-ca7716a9-4127-4cf4-b604-71e6555b8280,acec-5b8a4b901701dc,{CA7716A9-4127-4CF4-B604-71E6555B8280},ca7716a9-4127-4cf4-b604-71e6555b8280,87,Coachella Valley Fringe-toed Lizard,coachella valley fringe toed lizard,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,11633.570444,11633.57044388664,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by amendment #2 (1984) and amendment #3 (1989/1990) ",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,83,brim-supplied-ca7716a9-4127-4cf4-b604-71e6555b8280,MultiPolygon,7,True,False,Ring Self-intersection[342338.110800002 -458225.9116],47079389.26628547,88030.03081193804,47079389.2662855,88030.030811938,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-c570fd0d-9d53-427a-b3f8-7872a809de3b,acec-d5c6e9b559f032,{C570FD0D-9D53-427A-B3F8-7872A809DE3B},c570fd0d-9d53-427a-b3f8-7872a809de3b,196,Compensation Lands,compensation lands,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,281.210448,281.2104479690716,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to protect identified relevant and important values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,192,brim-supplied-c570fd0d-9d53-427a-b3f8-7872a809de3b,MultiPolygon,4,True,True,Valid Geometry,1138018.3074096185,8876.228396776645,1138018.30740962,8876.22839677665,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-a73e8240-b840-484b-9f42-348ad3349efc,acec-03ec5d2a34cc80,{A73E8240-B840-484B-9F42-348AD3349EFC},a73e8240-b840-484b-9f42-348ad3349efc,88,Conglomerate Mesa,conglomerate mesa,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,1725.351382,1725.3513818527708,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,84,brim-supplied-a73e8240-b840-484b-9f42-348ad3349efc,Polygon,1,False,True,Valid Geometry,6982249.3205476,18582.022040926066,6982249.3205476,18582.0220409261,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-9a67d72f-b38a-417b-8c90-a944496f53a1,acec-a876ae3f36b69f,{9A67D72F-B38A-417B-8C90-A944496F53A1},9a67d72f-b38a-417b-8c90-a944496f53a1,30,Conway Summit,conway summit,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2845.437446,2845.437446353138,,Central California District,Bishop Field Office,Bishop Field Office,https://www.blm.gov/office/bishop-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bishop,https://eplanning.blm.gov/Project-Home/?id=dd68a393-a7f2-f011-8407-001dd80c29f3,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,29,brim-supplied-9a67d72f-b38a-417b-8c90-a944496f53a1,Polygon,1,False,True,Valid Geometry,11515076.804311652,14853.790928947532,11515076.8043116,14853.7909289475,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-47c04f8a-020f-4874-bea5-b0e62e5b520c,acec-178e8ebea9723c,{47C04F8A-020F-4874-BEA5-B0E62E5B520C},47c04f8a-020f-4874-bea5-b0e62e5b520c,89,Coolgardie Mesa,coolgardie mesa,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,13253.424427,13253.424426974752,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,85,brim-supplied-47c04f8a-020f-4874-bea5-b0e62e5b520c,Polygon,1,False,True,Valid Geometry,53634705.76109582,49378.686998361496,53634705.7610958,49378.6869983615,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-17caa1ee-c8df-44c4-a31a-f286579ab3dc,acec-1a2274a209ecac,{17CAA1EE-C8DF-44C4-A31A-F286579AB3DC},17caa1ee-c8df-44c4-a31a-f286579ab3dc,90,Corn Springs,corn springs,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2462.400818,2462.400817859932,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,86,brim-supplied-17caa1ee-c8df-44c4-a31a-f286579ab3dc,Polygon,1,False,True,Valid Geometry,9964982.564279478,19619.45133071001,9964982.56427948,19619.45133071,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-1259e74b-fdcb-4048-8dbd-d6b75c9b62e3,acec-93fa7f39d38b25,{1259E74B-FDCB-4048-8DBD-D6B75C9B62E3},1259e74b-fdcb-4048-8dbd-d6b75c9b62e3,218,Corning Vernal Pools,corning vernal pools,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,173.064965,173.0649645354719,,Northern California District,Redding Field Office,Redding Field Office,https://www.blm.gov/office/redding-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Northwest California Integrated Plan,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2024-12-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,214,brim-supplied-1259e74b-fdcb-4048-8dbd-d6b75c9b62e3,Polygon,1,False,True,Valid Geometry,700369.0632228027,4072.087183449249,700369.063222803,4072.08718344925,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-45fb448b-f4f6-4d0c-b704-563f7200bb36,acec-98a6137ae90fa3,{45FB448B-F4F6-4D0C-B704-563F7200BB36},45fb448b-f4f6-4d0c-b704-563f7200bb36,60,Cosumnes River,cosumnes river,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2032.951101,2032.951101121473,,Central California District,Mother Lode Field Office,Mother Lode Field Office,https://www.blm.gov/office/mother-lode-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Sierra,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,56,brim-supplied-45fb448b-f4f6-4d0c-b704-563f7200bb36,MultiPolygon,4,True,False,Ring Self-intersection[-124584.8508 28980.2186999992],8227061.219998585,28284.52262959276,8227061.21999858,28284.5226295928,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-8d89eacc-a5c4-4270-a7ef-71d85baebf80,acec-3a20d59207e54e,{8D89EACC-A5C4-4270-A7EF-71D85BAEBF80},8d89eacc-a5c4-4270-a7ef-71d85baebf80,91,Coyote Mountains Fossil Site,coyote mountains fossil site,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,5875.865987,5875.865987116075,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, DRECP amendment",https://eplanning.blm.gov/eplanning-ui/project/66949/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,87,brim-supplied-8d89eacc-a5c4-4270-a7ef-71d85baebf80,Polygon,1,False,True,Valid Geometry,23778786.007122405,23743.537214885004,23778786.0071224,23743.537214885,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-73fce7c0-b767-4b9b-bd73-15b653cc036e,acec-de4d49c5d889e6,{73FCE7C0-B767-4B9B-BD73-15B653CC036E},73fce7c0-b767-4b9b-bd73-15b653cc036e,31,Crater Mountain,crater mountain,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,5765.894612,5771.853106957459,,Central California District,Bishop Field Office,Bishop Field Office,https://www.blm.gov/office/bishop-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bishop,https://eplanning.blm.gov/Project-Home/?id=dd68a393-a7f2-f011-8407-001dd80c29f3,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-06-08,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,238,brim-supplied-73fce7c0-b767-4b9b-bd73-15b653cc036e,Polygon,1,False,True,Valid Geometry,23357860.81504019,24946.73116497407,23333747.6239289,24918.3456712397,material_metric_difference,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-b6701475-6841-46a3-b3ec-9bec083ca1b8,acec-eff7540c4ac147,{B6701475-6841-46A3-B3EC-9BEC083CA1B8},b6701475-6841-46a3-b3ec-9bec083ca1b8,92,Cronese Basin,cronese basin,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,10201.259697,10201.259696554725,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,88,brim-supplied-b6701475-6841-46a3-b3ec-9bec083ca1b8,Polygon,1,False,True,Valid Geometry,41283033.31957277,41333.393060842616,41283033.3195728,41333.3930608426,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-59077d43-a3fd-404b-838a-e403eaa31b8d,acec-bd22db1dcbf017,{59077D43-A3FD-404B-838A-E403EAA31B8D},59077d43-a3fd-404b-838a-e403eaa31b8d,192,Cypress Mountain,cypress mountain,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,3036.498781,3036.4987805496307,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,188,brim-supplied-59077d43-a3fd-404b-838a-e403eaa31b8d,Polygon,1,False,True,Valid Geometry,12288274.591677042,15741.490893610835,12288274.591677,15741.4908936108,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-0c552e4a-cd40-44e2-957a-de0ae8b6eed4,acec-5996b04f506863,{0C552E4A-CD40-44E2-957A-DE0AE8B6EED4},0c552e4a-cd40-44e2-957a-de0ae8b6eed4,195,Cyrus Canyon,cyrus canyon,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,4422.952363,4422.952362707689,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,191,brim-supplied-0c552e4a-cd40-44e2-957a-de0ae8b6eed4,Polygon,1,False,True,Valid Geometry,17899053.174992867,23372.44353547839,17899053.1749929,23372.4435354784,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-1346d40c-b3c0-4712-ae64-0a18830493c4,acec-90e93d7b70aff7,{1346D40C-B3C0-4712-AE64-0A18830493C4},1346d40c-b3c0-4712-ae64-0a18830493c4,93,Dagget Ridge Monkey Flower,dagget ridge monkey flower,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,35799.983016,35799.98301582289,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,89,brim-supplied-1346d40c-b3c0-4712-ae64-0a18830493c4,MultiPolygon,2,True,True,Valid Geometry,144877391.1893938,82226.009477379,144877391.189394,82226.009477379,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
