acec_id,component_id,value_record_id,value_family,value_type,value_name,value_scope,value_is_primary,value_description,value_source_document,value_source_url,value_source_page,value_source_section,value_last_verified,value_confidence,water_resource_connection,provenance_class,notes
acec-4e6db7be3808b1,blmca-b200860b-b4ad-40ef-be15-c2a745bb33e2,value-b13f5159b5cd,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-4e6db7be3808b1,blmca-b200860b-b4ad-40ef-be15-c2a745bb33e2,value-ee59dbeac80d,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-4e6db7be3808b1,blmca-b200860b-b4ad-40ef-be15-c2a745bb33e2,value-dd6259c76459,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-ef280204ec7b96,blmca-79903eaf-ce9e-4fb6-949b-ddde809945a4,value-e05fde345c0d,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-ef280204ec7b96,blmca-79903eaf-ce9e-4fb6-949b-ddde809945a4,value-acd7aa044089,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-2f8b0003630f1d,blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064,value-4a75b3c765df,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-2f8b0003630f1d,blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064,value-bb428b71d8a0,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-2f8b0003630f1d,blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064,value-f66926632330,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-2f8b0003630f1d,blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064,value-cfe739a8f9e5,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-2f8b0003630f1d,blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064,value-885424ac9aef,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-2f8b0003630f1d,blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064,value-5540dd736413,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-959d89188c66,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-3e4d8368a989,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-338dbdf56ae8,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-e3bb43872899,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-d39bed42ec59,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-164082b33e9a,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a9da4ed4f3157a,blmca-313b320c-6c4c-437f-a307-eec9ce706511,value-f0adef963227,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b9e89555f6b9bd,blmca-8ae22b62-d8f3-4bcc-9a89-563ffe86b5a6,value-27be1d5618d5,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b9e89555f6b9bd,blmca-8ae22b62-d8f3-4bcc-9a89-563ffe86b5a6,value-b6396e8fc5ee,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b9e89555f6b9bd,blmca-8ae22b62-d8f3-4bcc-9a89-563ffe86b5a6,value-8bc6c3aaaeb1,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b9e89555f6b9bd,blmca-8ae22b62-d8f3-4bcc-9a89-563ffe86b5a6,value-d9d723508e6c,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b9e89555f6b9bd,blmca-8ae22b62-d8f3-4bcc-9a89-563ffe86b5a6,value-9d25481b26ef,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-c06f4dd9f79c23,blmca-294f3a94-7777-435b-a5a0-edc0b48a70c3,value-f4c9c2f17c11,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-c06f4dd9f79c23,blmca-294f3a94-7777-435b-a5a0-edc0b48a70c3,value-a75ad6de08bf,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-561918c93985ab,blmca-ded6d452-a8be-4197-bd79-540780472af3,value-59a8be6ec152,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-561918c93985ab,blmca-ded6d452-a8be-4197-bd79-540780472af3,value-f4227877104e,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-561918c93985ab,blmca-ded6d452-a8be-4197-bd79-540780472af3,value-b50c9a80e3f4,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-93b33768f0933f,blmca-21d2afa6-309a-48f9-9ba8-fde38b733eed,value-acc1605e8bc0,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-93b33768f0933f,blmca-21d2afa6-309a-48f9-9ba8-fde38b733eed,value-daf87a698d33,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-93b33768f0933f,blmca-21d2afa6-309a-48f9-9ba8-fde38b733eed,value-2e6e94fe1b23,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-93b33768f0933f,blmca-21d2afa6-309a-48f9-9ba8-fde38b733eed,value-f6894718ba14,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-93b33768f0933f,blmca-21d2afa6-309a-48f9-9ba8-fde38b733eed,value-a2e9774e3235,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-68fcb84cbd80e5,blmca-004f9633-cc03-4c13-a059-11084e765024,value-f31146727247,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-68fcb84cbd80e5,blmca-004f9633-cc03-4c13-a059-11084e765024,value-f90100eace2e,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-7ecf54790be880,blmca-8834992e-c026-4bd7-b422-9d8e5ae54a22,value-afe1b8ba45f3,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-7ecf54790be880,blmca-8834992e-c026-4bd7-b422-9d8e5ae54a22,value-910a253e4ed7,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f4fe1725df2d38,blmca-4bf8c41e-8c38-4d5f-8053-d738e1fc1d21,value-9bdfb76c2f26,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f4fe1725df2d38,blmca-4bf8c41e-8c38-4d5f-8053-d738e1fc1d21,value-fd292b64ccc9,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f4fe1725df2d38,blmca-4bf8c41e-8c38-4d5f-8053-d738e1fc1d21,value-f665903edcb2,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-0f1980c7239423,blmca-6a114bb8-8c39-4500-a529-ad40519d73d8,value-ec2b0bbe1c2d,water_aquatic,fish_resource,Fish or aquatic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes fish or aquatic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_FRSC,2026-08-05,high_source_code,designation_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
