acec_id,component_id,planning_action_id,planning_action_type,planning_action_title,planning_action_date,planning_action_status,planning_action_effect,prior_status,resulting_status,boundary_effect,acreage_before,acreage_after,document_id,document_title,document_url,document_page,eplanning_project_id,eplanning_project_url,source_agency,last_verified,confidence,notes
acec-68fcb84cbd80e5,blmca-004f9633-cc03-4c13-a059-11084e765024,plan-action-d38c949f50f5,governing_land_use_plan_or_amendment,Sierra,2008-02-01,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-d38aebf70b2e,Sierra,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,DOI-BLM-CA-C080-2007-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/72554/510,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-7ecf54790be880,blmca-8834992e-c026-4bd7-b422-9d8e5ae54a22,plan-action-4dfdd71d4df3,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-f4fe1725df2d38,blmca-4bf8c41e-8c38-4d5f-8053-d738e1fc1d21,plan-action-4db8d0793c67,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-c128ae117c38,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-0f1980c7239423,blmca-6a114bb8-8c39-4500-a529-ad40519d73d8,plan-action-96224f714c3e,governing_land_use_plan_or_amendment,Northwest California Integrated Plan,2024-11-06,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-930a7cb4ff0a,Northwest California Integrated Plan,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,DOI-BLM-CA-N060-2021-0012-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-a13d189a605166,blmca-e2b2c3ef-cceb-4b97-82db-180fb3aedc20,plan-action-92e70911e251,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-33bf7ea8bb1f42,blmca-e7210ae8-ea7f-425a-92ec-3267b80c08c9,plan-action-9a599b2e897d,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-f360b0cdf8ad6b,blmca-ec11ea2b-364d-426d-9147-3882e771ffc5,plan-action-34a25d19b7ab,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-c128ae117c38,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-177cabde2d30a6,blmca-0199a4bc-06c5-4ec4-9219-78cbc2da8d2f,plan-action-6f69069380d6,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-a6554e12b6c54d,blmca-c4a21cbc-e616-4202-95d3-2c4777cb7c12,plan-action-b5edc4e0c901,governing_land_use_plan_or_amendment,Surprise,2008-04-17,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-f01e6bb58377,Surprise,https://eplanning.blm.gov/eplanning-ui/project/65663/510,,DOI-BLM-CA-N020-2008-0002-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/65663/510,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-c2ede1fbe96ae9,blmca-cc6ae37d-e995-4567-8868-d80bd592dec7,plan-action-93ebf72a4f6e,governing_land_use_plan_or_amendment,Bakersfield Resource Management Plan,2014-12-22,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-69af73445cb2,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,DOI-BLM-CA-C060-2014-0001-RMP-EIS,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-00193cda945bde,blmca-b6f5cb49-4dd6-41d2-8452-f579a21b4945,plan-action-623fa67ae365,governing_land_use_plan_or_amendment,Ukiah,2006-09-25,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-8bc39ada015a,Ukiah,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,DOI-BLM-CA-C050-2006-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-7869140086b800,blmca-3291e9c6-deca-465a-9de0-99c6b3db641a,plan-action-428156e1ee47,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-2ab872f3c0b997,blmca-22ef2d86-2773-40f6-b898-548be1757679,plan-action-0c9e679376ca,governing_land_use_plan_or_amendment,Northwest California Integrated Plan,2024-11-06,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-930a7cb4ff0a,Northwest California Integrated Plan,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,DOI-BLM-CA-N060-2021-0012-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-d5bb49931e8ca7,blmca-96d04fbc-7edb-4b8d-94cf-338e751283e3,plan-action-ffc7545540f9,governing_land_use_plan_or_amendment,Bakersfield Resource Management Plan,2014-12-22,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-69af73445cb2,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,DOI-BLM-CA-C060-2014-0001-RMP-EIS,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-03567a718268db,blmca-a6128b6a-c90a-4e5a-926c-c5fba76a4286,plan-action-f966f90aa979,governing_land_use_plan_or_amendment,Bishop,1993-03-26,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-cc78e2d66311,Bishop,https://eplanning.blm.gov/Project-Home/?id=dd68a393-a7f2-f011-8407-001dd80c29f3,,DOI-BLM-CA-C070-1993-0001-RPM-EIS,https://eplanning.blm.gov/Project-Home/?id=dd68a393-a7f2-f011-8407-001dd80c29f3,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-ba901b38eac683,blmca-64021756-2be6-4da1-9589-012bff705bd5,plan-action-025edd4796f0,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-f37bb01a4504d9,blmca-eca38b15-0f0c-4a25-8a52-951b785e96a8,plan-action-198fffb79582,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-3381f3f57cca46,blmca-ec73c69e-eec8-4502-beeb-dce71f0cb038,plan-action-d4c6bc60cee0,governing_land_use_plan_or_amendment,Eagle Lake,2008-04-17,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-5a0f56bb2426,Eagle Lake,https://eplanning.blm.gov/eplanning-ui/project/69341/510,,DOI-BLM-CA-N050-2008-0002-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/69341/510,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-1cf1a1ebf233c7,blmca-89dcaaad-6ef5-4925-94d1-8bf24a92c70c,plan-action-e64b53200c8d,governing_land_use_plan_or_amendment,Northwest California Integrated Plan,2024-11-06,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-930a7cb4ff0a,Northwest California Integrated Plan,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,DOI-BLM-CA-N060-2021-0012-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-a09cae5f49457b,blmca-595231bb-3e0a-4b70-a73a-c95f798a97f3,plan-action-481dc88e3f98,governing_land_use_plan_or_amendment,Ukiah,2006-09-25,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-8bc39ada015a,Ukiah,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,DOI-BLM-CA-C050-2006-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-0a081bfa7bfd65,blmca-ad5bb712-0cb9-4c2b-9988-8f6e36a24723,plan-action-249a83aff284,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-a639e3210a97b6,blmca-33ceeeea-0624-4aed-8641-01b0a3576e12,plan-action-99007685e12e,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-3c786027a440fe,blmca-21a957ac-bf71-4b02-8777-8545547f950a,plan-action-9e15b8ba5638,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-49ae8a9483cae3,blmca-54e6999f-d6d1-4eb8-8774-0b9221ed2a17,plan-action-410a3aa21f48,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-0ad4c72e6ddd32,blmca-0e4968e5-91b4-4582-9641-da91c9d0b902,plan-action-512fc742a05b,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-7de636074288,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-f680b1c98dcff6,blmca-64278c24-e614-42e4-bfb3-27f0d82aaa8d,plan-action-18529f0f3447,governing_land_use_plan_or_amendment,South Coast,1994-05-26,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-3d53c357b064,South Coast,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-e5890cac99d9d9,blmca-f00ee16f-b475-4372-8d15-bb9e7604ee96,plan-action-bf02beb7c921,governing_land_use_plan_or_amendment,Ukiah,2006-09-25,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-8bc39ada015a,Ukiah,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,DOI-BLM-CA-C050-2006-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-4bbef8a811db7d,blmca-dfd45496-2093-44ac-b778-0fb70c4c375c,plan-action-7d41971ab102,governing_land_use_plan_or_amendment,Ukiah,2006-09-25,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-8bc39ada015a,Ukiah,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,DOI-BLM-CA-C050-2006-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-967b6d4855cd38,blmca-0e5f1f79-b9fa-4677-8f6d-d29e1761e0fa,plan-action-50524cfcc6e1,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-c128ae117c38,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,plan-action-091ada328c3e,governing_land_use_plan_or_amendment,"Bishop RMP, as amended by DRECP",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-31eedd24de3b,"Bishop RMP, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-942d89735941b1,blmca-de533af2-3578-42ba-ba48-b0c44ae94d45,plan-action-faad3701bd27,governing_land_use_plan_or_amendment,"CDCA Plan, as amended by NEMO",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-b6824d1b819e,"CDCA Plan, as amended by NEMO",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-b8422dcaf6e42b,blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,plan-action-4a20e90ad0a4,governing_land_use_plan_or_amendment,Bakersfield Resource Management Plan,2014-12-22,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-69af73445cb2,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,DOI-BLM-CA-C060-2014-0001-RMP-EIS,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,plan-action-61e24de1ebed,governing_land_use_plan_or_amendment,"CDCA as amended, DRECP amendment",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-8e22af9a9f0c,"CDCA as amended, DRECP amendment",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,DOI-BLM-CA-D010-2014-0001-RMP-EIS,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
acec-e3030589272cd2,blmca-414e290f-82ea-41f2-bd9c-2df6c38bfd83,plan-action-e1cd566ff2af,governing_land_use_plan_or_amendment,"CDCA Plan, as amended, later amended by DRECP ",2016-09-14,current_source_association,source identifies ACEC under this planning decision,unresolved,designated,unresolved_without_historical_geometry,,,doc-bd9093afd839,"CDCA Plan, as amended, later amended by DRECP ",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,,,Bureau of Land Management,2026-08-05,high_source_association; current/supersession review partial,Earlier designation history and later component-level amendments were not systematically extracted.
